buyer_id,sector_id,buyer_name,sector_name,is_externally_funded,price_dev_median,price_dev_p25,price_dev_p75,price_dev_n,single_bidder_rate,single_bidder_n,total_with_bids,no_bid_data_count,non_open_share,non_open_count,total_tenders,bunching_25L,bunching_1Cr,bunching_10Cr,bunching_composite,bunching_n,stickiness_top3,total_award_value,n_suppliers,top3_value,pctile_price_dev,pctile_single_bidder,pctile_non_open,pctile_bunching,pctile_stickiness,composite_equal,composite_pricedev2x,composite_singlebid2x
66,2,Industries and Commerce Department,bridges,False,,-0.17873061366866091,-0.12624353788955364,2.0,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,5132345.4,2.0,5132345.4,,,,45.45454545454545,,,,
66,3,Industries and Commerce Department,buildings,False,-0.1294839520491975,-0.21000063738011274,-0.1,9.0,0.023809523809523808,1.0,42.0,10.0,0.057692307692307696,3.0,52.0,0.0,0.0,0.0,0.0,30.0,0.6278913019820664,154625765.58,11.0,97088173.27,20.0,62.5,50.0,35.526315789473685,46.666666666666664,42.93859649122807,39.11549707602339,46.198830409356724
66,6,Industries and Commerce Department,water_sanitation,False,,-0.15962395839021298,-0.11987465279673766,2.0,0.07692307692307693,1.0,13.0,5.0,,1.0,18.0,0.0,0.0,0.0,0.0,9.0,,15737832.0,4.0,15247332.0,,60.0,,37.03703703703704,,,,
66,7,Industries and Commerce Department,electricity_power,False,,-0.06575046245352109,-0.06575046245352109,1.0,0.0,0.0,9.0,4.0,0.3076923076923077,4.0,13.0,0.0,0.0,0.0,0.0,6.0,,1850000.0,1.0,1850000.0,,16.666666666666664,100.0,36.84210526315789,,,,
66,8,Industries and Commerce Department,it_computing,False,,,,,0.2,1.0,5.0,6.0,,0.0,11.0,,,,,,,15931510.4,1.0,15931510.4,,100.0,,,,,,
66,9,Industries and Commerce Department,vehicles,False,,-0.6532992802759934,-0.38193487786501706,2.0,,0.0,4.0,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,3.0,,1083712.0,2.0,1083712.0,,,,47.22222222222222,,,,
66,10,Industries and Commerce Department,other,False,-0.1650002491404654,-0.37134725833938564,0.0030864197530864196,59.0,0.09570957095709572,29.0,303.0,114.0,0.30787589498806683,129.0,419.0,0.0425531914893617,0.0070921985815602835,0.0,0.016548463356973995,141.0,0.35986721268741634,1878076065.76,116.0,675857999.0,30.0,68.42105263157895,100.0,74.28571428571429,26.31578947368421,59.80451127819549,54.837092731829564,61.24060150375939
67,3,Information - Public Relations - Printing and Stationery Department,buildings,False,,,,,0.0,0.0,5.0,1.0,,0.0,6.0,0.0,0.0,0.0,0.0,6.0,,,,,,27.083333333333332,,35.526315789473685,,,,
67,8,Information - Public Relations - Printing and Stationery Department,it_computing,False,,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
67,10,Information - Public Relations - Printing and Stationery Department,other,False,,-0.999930409090909,-0.999930409090909,1.0,0.0,0.0,9.0,3.0,,0.0,12.0,0.0,0.0,0.0,0.0,5.0,,,,,,17.105263157894736,,27.142857142857142,,,,
68,10,Information and Public Relations Department,other,False,-0.7754702433333333,-0.87132885711802,-0.3882116216666666,3.0,0.14285714285714285,2.0,14.0,4.0,,0.0,18.0,0.0,0.0,0.0,0.0,12.0,,71176661.64,4.0,68223541.24,10.0,76.31578947368422,,27.142857142857142,,37.819548872180455,,
69,9,Inland Water Transport,vehicles,False,,,,,0.30434782608695654,7.0,23.0,49.0,,0.0,72.0,0.0,0.0,0.0,0.0,65.0,0.42065470212506456,35805077.0,22.0,15061574.0,,100.0,,47.22222222222222,100.0,82.4074074074074,,
70,1,Irrigation Department,roads,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,36.206896551724135,,,,
70,3,Irrigation Department,buildings,False,,,,,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,35.526315789473685,,,,
70,6,Irrigation Department,water_sanitation,False,-0.1,-0.5661841476283201,-0.05000000000000003,188.0,0.1902439024390244,39.0,205.0,47.0,,0.0,252.0,0.04938271604938271,0.01646090534979424,0.0,0.021947873799725653,243.0,0.2550114152868898,1734617368.02,120.0,442347230.0,42.30769230769231,93.33333333333333,,85.18518518518519,40.0,65.20655270655271,,
70,7,Irrigation Department,electricity_power,False,-0.0499999979074888,-0.1,0.0,12.0,0.23809523809523808,5.0,21.0,1.0,,0.0,22.0,0.0,0.0,0.0,0.0,21.0,0.5918293735631743,128208675.32,12.0,75877660.0,83.33333333333334,91.66666666666666,,36.84210526315789,50.0,65.46052631578948,,
71,1,Karbi Anglong Autonomous Council,roads,False,0.22966308785639528,0.22500288827422169,0.229929842705762,17.0,0.0,0.0,20.0,6.0,,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.47876170494081854,176226360.9,12.0,84370433.0,100.0,17.857142857142858,,36.206896551724135,66.66666666666666,55.18267651888341,,
71,3,Karbi Anglong Autonomous Council,buildings,False,,,,,,0.0,0.0,3.0,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,35.526315789473685,,,,
71,4,Karbi Anglong Autonomous Council,schools,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,42.42424242424242,,,,
71,10,Karbi Anglong Autonomous Council,other,False,,0.2299172904321704,0.2299172904321704,1.0,,0.0,4.0,5.0,,0.0,9.0,0.0,0.0,0.0,0.0,3.0,,10509000.0,1.0,10509000.0,,,,27.142857142857142,,,,
74,3,National Health Mission,buildings,False,,,,,,0.0,0.0,92.0,,0.0,92.0,0.0,0.0,0.0,0.0,92.0,,,,,,,,35.526315789473685,,,,
74,4,National Health Mission,schools,False,,,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,42.42424242424242,,,,
74,5,National Health Mission,health,False,-0.03749999258157073,-0.12143419076578418,-0.0005515519392170494,204.0,0.022388059701492536,18.0,804.0,863.0,0.01859628074385123,31.0,1667.0,0.0112079701120797,0.00311332503113325,0.0,0.004773765047737651,1606.0,0.3273393785007543,4582400097.63,129.0,1500000000.0,40.0,71.42857142857143,100.0,77.77777777777779,14.285714285714285,60.698412698412696,57.24867724867724,62.48677248677248
74,8,National Health Mission,it_computing,False,,,,,,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,
74,9,National Health Mission,vehicles,False,,,,,,1.0,3.0,3.0,,0.0,6.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,47.22222222222222,,,,
75,10,Office of the Chief Electoral Officer Assam,other,False,,,,,0.1111111111111111,1.0,9.0,1.0,,0.0,10.0,,,,,,,174026424.6,3.0,174026424.6,,72.36842105263158,,,,,,
76,10,Office of the Chief Minister,other,False,,,,,,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,
77,10,Pollution Control Board,other,False,,,,,0.16666666666666666,1.0,6.0,2.0,0.25,2.0,8.0,,,,,,,21501036.0,3.0,21501036.0,,82.89473684210526,83.33333333333334,,,,,
78,1,Pr. Chief Conservator of Forest and Head of Forest Force,roads,False,-0.1,-0.10000001165629141,-0.07499999999999998,7.0,0.1,1.0,10.0,8.0,,0.0,18.0,0.0,0.0,0.0,0.0,18.0,,91633056.80000001,4.0,87358056.80000001,36.666666666666664,85.71428571428571,,36.206896551724135,,52.86261631089217,,
78,2,Pr. Chief Conservator of Forest and Head of Forest Force,bridges,False,,-0.049999995010691356,-0.049999995010691356,1.0,0.0,0.0,10.0,3.0,,0.0,13.0,0.0,0.0,0.0,0.0,13.0,,26657000.14,1.0,26657000.14,,33.33333333333333,,45.45454545454545,,,,
78,3,Pr. Chief Conservator of Forest and Head of Forest Force,buildings,False,-0.05,-0.0500000670590965,-0.04999999999999995,9.0,0.0,0.0,14.0,6.0,,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.6057576164489925,35337435.17,7.0,21405920.5,60.0,27.083333333333332,,35.526315789473685,40.0,40.65241228070175,,
78,6,Pr. Chief Conservator of Forest and Head of Forest Force,water_sanitation,False,-0.050815400000000024,-0.0508155,-0.02548320000000001,7.0,0.1111111111111111,1.0,9.0,4.0,,0.0,13.0,0.0,0.0,0.0,0.0,13.0,,1686442.9,1.0,1686442.9,84.61538461538461,73.33333333333333,,37.03703703703704,,,,
78,7,Pr. Chief Conservator of Forest and Head of Forest Force,electricity_power,False,,,,,0.5,3.0,6.0,5.0,,0.0,11.0,0.0,0.0,0.0,0.0,11.0,,,,,,100.0,,36.84210526315789,,,,
78,9,Pr. Chief Conservator of Forest and Head of Forest Force,vehicles,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,47.22222222222222,,,,
78,10,Pr. Chief Conservator of Forest and Head of Forest Force,other,False,-0.05000000000000005,-0.09999999999999996,-0.04024999992979364,50.0,0.1650485436893204,34.0,206.0,149.0,0.005633802816901409,2.0,355.0,0.030864197530864196,0.012345679012345678,0.0,0.014403292181069957,324.0,0.2824082472656052,376453761.6,36.0,106313646.99,45.0,78.94736842105263,16.666666666666664,65.71428571428571,15.789473684210526,44.423558897243105,44.51963241436925,50.17752715121135
79,3,Principal Secretary- P and RD- Assam Secretariat,buildings,False,-0.1,-0.13505,-0.059745371163359026,11.0,0.0,0.0,27.0,0.0,,0.0,27.0,0.1111111111111111,0.0,0.0,0.037037037037037035,27.0,0.7242267618141282,65761587.67,7.0,47626301.69,35.0,27.083333333333332,,94.73684210526315,66.66666666666666,55.87171052631579,,
79,4,Principal Secretary- P and RD- Assam Secretariat,schools,False,,-0.12878875800429235,-0.08456521900157335,2.0,,0.0,4.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,4.0,,14654010.33,2.0,14654010.33,,,,42.42424242424242,,,,
79,6,Principal Secretary- P and RD- Assam Secretariat,water_sanitation,False,,-0.04996710945802338,-0.049901328374070145,2.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,7320369.0,1.0,7320369.0,,,,37.03703703703704,,,,
79,7,Principal Secretary- P and RD- Assam Secretariat,electricity_power,False,,,,,,0.0,2.0,2.0,,0.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,36.84210526315789,,,,
79,8,Principal Secretary- P and RD- Assam Secretariat,it_computing,False,,,,,,0.0,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
79,10,Principal Secretary- P and RD- Assam Secretariat,other,False,-0.049999973001241406,-0.060000013226775645,-0.012499943187757644,18.0,0.0625,3.0,48.0,15.0,,0.0,63.0,0.0,0.021739130434782608,0.0,0.007246376811594203,46.0,0.35591056667809606,283353710.01,23.0,100848579.5,60.0,53.94736842105263,,57.14285714285714,21.052631578947366,48.035714285714285,,
80,1,Principal Secretary-Department of Information Technology,roads,False,,,,,,0.0,0.0,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,
80,4,Principal Secretary-Department of Information Technology,schools,False,,,,,,0.0,0.0,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,
80,8,Principal Secretary-Department of Information Technology,it_computing,False,,-0.09994623664324145,-0.09994623664324145,1.0,0.0,0.0,28.0,20.0,,1.0,48.0,0.0,0.0,0.0,0.0,2.0,0.8156218356434309,127578493.43,7.0,104055805.0,,50.0,,54.166666666666664,100.0,68.05555555555556,,
82,3,Public Health Engineering Department,buildings,False,,-0.09147124565103264,-0.07439802017265656,2.0,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,25410245.0,2.0,25410245.0,,,,35.526315789473685,,,,
82,5,Public Health Engineering Department,health,False,,-0.1,-0.1,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3413700.0,1.0,3413700.0,,,,38.88888888888889,,,,
82,6,Public Health Engineering Department,water_sanitation,False,-0.9953539793897597,-0.9985786436084862,-0.1,24.0,0.03669724770642202,4.0,109.0,31.0,0.014285714285714285,2.0,140.0,0.06666666666666667,0.0,0.0,0.022222222222222223,45.0,0.8048051868260545,2450675744.0,14.0,1972316550.0,7.6923076923076925,46.666666666666664,100.0,88.88888888888889,90.0,66.64957264957266,56.82336182336182,63.31908831908831
83,1,Public Works Building and NH Department,roads,False,-0.00030247756272109124,-0.0005213800171746444,-1.3903036095656717e-05,9.0,0.0,0.0,25.0,7.0,,0.0,32.0,0.0,0.0,0.0,0.0,31.0,0.7529670929642043,148593086.0,6.0,111885704.0,73.33333333333333,17.857142857142858,,36.206896551724135,100.0,56.84934318555008,,
83,2,Public Works Building and NH Department,bridges,False,,0.06999982761097544,0.06999982761097544,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,116379200.0,1.0,116379200.0,,,,45.45454545454545,,,,
83,3,Public Works Building and NH Department,buildings,False,-1.6447445316850015e-05,-0.058181818181818196,0.06736022292677492,368.0,0.043235704323570434,31.0,717.0,160.0,,1.0,877.0,0.0070838252656434475,0.020070838252656435,0.0011806375442739079,0.009445100354191263,847.0,0.35545544869915197,18910638957.99,266.0,6721889656.0,100.0,70.83333333333334,,78.94736842105263,26.666666666666668,69.11184210526316,,
83,4,Public Works Building and NH Department,schools,False,-0.002632740521076626,-0.11900818876057687,0.04000008253644113,140.0,0.082010582010582,31.0,378.0,66.0,,0.0,444.0,0.0,0.029748283752860413,0.0,0.009916094584286805,437.0,0.4273965736624319,3819191777.82,95.0,1632309480.0,72.72727272727273,82.35294117647058,,87.87878787878788,44.44444444444444,71.85086155674391,,
83,5,Public Works Building and NH Department,health,False,0.015999126391269693,-0.01806909339512322,0.0768041662179658,43.0,0.009433962264150943,1.0,106.0,18.0,,0.0,124.0,0.0,0.017241379310344827,0.0,0.005747126436781609,116.0,0.9290198451764734,9598879890.78,34.0,8917549910.0,100.0,57.14285714285714,,88.88888888888889,71.42857142857143,79.36507936507937,,
83,6,Public Works Building and NH Department,water_sanitation,False,0.036297045563990195,-8.819007301484429e-05,0.04699999771591236,5.0,0.0,0.0,5.0,3.0,,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.9634832245932764,158297883.25,5.0,152517355.0,100.0,16.666666666666664,,37.03703703703704,100.0,,,
83,7,Public Works Building and NH Department,electricity_power,False,-0.23079908279024025,-0.5114097512268183,-0.0005637095772753031,5.0,0.0,0.0,11.0,1.0,,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.8458457009455669,186065625.0,5.0,157382809.0,16.666666666666664,16.666666666666664,,36.84210526315789,100.0,,,
83,8,Public Works Building and NH Department,it_computing,False,,,,,,2.0,4.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,54.166666666666664,,,,
83,9,Public Works Building and NH Department,vehicles,False,0.05480601646900291,0.03702012622131868,0.10212455172643717,4.0,0.0,0.0,6.0,1.0,,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,76118739.0,4.0,73405058.0,100.0,41.66666666666667,,47.22222222222222,,,,
84,1,Public Works Roads Department,roads,False,-0.04999997321201559,-0.1,-8.953879798898358e-05,966.0,0.06422018348623854,196.0,3052.0,655.0,,0.0,3707.0,0.001998001998001998,0.029637029637029636,0.001998001998001998,0.01121101121101121,3003.0,0.13797132567972695,43939026536.01,849.0,6062325740.25,60.0,71.42857142857143,,72.41379310344827,22.22222222222222,56.51614668856048,,
84,2,Public Works Roads Department,bridges,False,-0.0500641774611398,-0.1,-0.00055563,13.0,0.041666666666666664,2.0,48.0,11.0,,0.0,59.0,0.0,0.0,0.023809523809523808,0.007936507936507936,42.0,0.7367689940500252,577535557.87,14.0,425510292.0,50.0,66.66666666666666,,90.9090909090909,100.0,76.89393939393939,,
84,3,Public Works Roads Department,buildings,False,-0.05999999839829982,-0.07750000000000001,-0.037696508911468835,4.0,0.1111111111111111,2.0,18.0,6.0,,0.0,24.0,0.0,0.045454545454545456,0.0,0.015151515151515152,22.0,0.9382022844143734,186212643.8,5.0,174705127.8,55.00000000000001,83.33333333333334,,84.21052631578947,100.0,80.6359649122807,,
84,4,Public Works Roads Department,schools,False,,,,,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,8764200.0,1.0,8764200.0,,,,42.42424242424242,,,,
84,6,Public Works Roads Department,water_sanitation,False,-0.1,-0.1,-0.00023767377579250412,18.0,0.03125,1.0,32.0,2.0,,0.0,34.0,0.0,0.0,0.0,0.0,34.0,0.4230581229818849,1323188892.0,17.0,559785809.0,42.30769230769231,40.0,,37.03703703703704,50.0,42.33618233618233,,
84,7,Public Works Roads Department,electricity_power,False,,-0.0375017115409069,-0.01250503247872968,2.0,0.16666666666666666,1.0,6.0,4.0,,0.0,10.0,0.0,0.1,0.0,0.03333333333333333,10.0,,38252536.0,2.0,38252536.0,,83.33333333333334,,84.21052631578947,,,,
84,9,Public Works Roads Department,vehicles,False,,-0.0375318782171468,-0.012595799735550736,2.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,9133382.5,2.0,9133382.5,,,,47.22222222222222,,,,
86,3,Rashtriya Madhyamik Siksha Abhijan,buildings,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,35.526315789473685,,,,
86,4,Rashtriya Madhyamik Siksha Abhijan,schools,False,,,,,0.0,0.0,15.0,6.0,,0.0,21.0,0.0,0.0,0.0,0.0,7.0,,966686680.0,1.0,966686680.0,,32.35294117647059,,42.42424242424242,,,,
86,8,Rashtriya Madhyamik Siksha Abhijan,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
87,4,SECONDARY EDUCATION DEPARTMENT ASSAM,schools,False,,-0.1869090909090909,-0.1869090909090909,1.0,0.0,0.0,5.0,2.0,,0.0,7.0,0.0,0.0,0.0,0.0,3.0,,33423000.0,4.0,32393000.0,,32.35294117647059,,42.42424242424242,,,,
87,8,SECONDARY EDUCATION DEPARTMENT ASSAM,it_computing,False,,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
88,8,Science Technology and Climate Change Department,it_computing,False,,,,,,0.0,2.0,0.0,,0.0,2.0,,,,,,,14509754.68,2.0,14509754.68,,,,,,,,
88,10,Science Technology and Climate Change Department,other,False,,,,,,0.0,4.0,1.0,,0.0,5.0,,,,,,,60593524.79,3.0,60593524.79,,,,,,,,
89,6,Secretariat Administration Department,water_sanitation,False,,-0.1486687638234528,-0.1486687638234528,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,53005920.0,1.0,53005920.0,,,,37.03703703703704,,,,
89,10,Secretariat Administration Department,other,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
90,1,Skill Employment and Entrepreneurship Department,roads,False,,-0.1098561332121302,-0.1098561332121302,1.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,5419065.9,1.0,5419065.9,,,,36.206896551724135,,,,
90,4,Skill Employment and Entrepreneurship Department,schools,False,-0.10000002006627884,-0.10002499164573564,-0.10000001839803782,3.0,0.0,0.0,10.0,7.0,,0.0,17.0,0.0,0.0,0.0,0.0,3.0,,28032293.61,4.0,23267423.61,45.45454545454545,32.35294117647059,,42.42424242424242,,40.07724301841949,,
90,9,Skill Employment and Entrepreneurship Department,vehicles,False,,,,,,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,
91,4,Social Welfare Department,schools,False,,-0.0016666666666666668,-0.0016666666666666668,1.0,0.0,0.0,6.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,4.0,,20665500.0,1.0,20665500.0,,32.35294117647059,,42.42424242424242,,,,
91,6,Social Welfare Department,water_sanitation,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
91,8,Social Welfare Department,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
91,10,Social Welfare Department,other,False,-0.028718188185851038,-0.05011671283178108,-0.015598763514413121,3.0,0.0,0.0,12.0,6.0,,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.8115294771453013,174881894.0,6.0,141921812.0,65.0,17.105263157894736,,27.142857142857142,78.94736842105263,47.04887218045113,,
92,1,Soil Conservation Department,roads,False,-0.2676415629687711,-0.4926415560196631,-0.042500010423662096,4.0,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,86732627.66,4.0,73061808.66,13.333333333333334,,,36.206896551724135,,,,
92,2,Soil Conservation Department,bridges,False,,-0.019999999999999924,-0.019999999999999924,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.0,,9747873.8,1.0,9747873.8,,,,100.0,,,,
92,3,Soil Conservation Department,buildings,False,-0.009999999999999978,-0.020000000000000073,-0.009999999999999941,8.0,0.2,2.0,10.0,1.0,,0.0,11.0,0.09090909090909091,0.09090909090909091,0.0,0.06060606060606061,11.0,0.8321107066194648,51834752.68,6.0,43132252.68,70.0,100.0,,100.0,80.0,,,
92,4,Soil Conservation Department,schools,False,-0.12,-0.13645000000000002,-0.06,3.0,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,32019467.0,3.0,32019467.0,36.36363636363637,,,42.42424242424242,,,,
92,6,Soil Conservation Department,water_sanitation,False,-0.1,-0.16,-0.05,5.0,0.0,0.0,6.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.7669021011045979,17685702.1,5.0,13563202.1,42.30769230769231,16.666666666666664,,37.03703703703704,80.0,,,
92,10,Soil Conservation Department,other,False,-0.05,-0.12000011459129106,-0.02,114.0,0.03937007874015748,5.0,127.0,3.0,,0.0,130.0,0.0,0.08461538461538462,0.0,0.028205128205128206,130.0,0.2141977647534696,833482772.7800001,79.0,178530146.89000002,52.5,44.73684210526316,,82.85714285714286,10.526315789473683,47.65507518796992,,
94,5,Tea Tribes Welfare Department,health,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
94,8,Tea Tribes Welfare Department,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,6142667.0,1.0,6142667.0,,,,,,,,
94,10,Tea Tribes Welfare Department,other,False,,,,,,0.0,4.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,2.0,,59793177.0,2.0,59793177.0,,,,27.142857142857142,,,,
95,10,Transformation and Development Department,other,False,,,,,,0.0,3.0,0.0,,1.0,3.0,,,,,,,43418040.0,4.0,38293040.0,,,,,,,,
96,1,Transport Department,roads,False,,-0.011470130588235225,-0.011470130588235225,1.0,,0.0,4.0,2.0,,0.0,6.0,0.0,0.0,0.0,0.0,3.0,,27281596.78,4.0,25248076.78,,,,36.206896551724135,,,,
96,8,Transport Department,it_computing,False,,,,,,0.0,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
96,9,Transport Department,vehicles,False,,,,,0.0,0.0,6.0,3.0,,0.0,9.0,,,,,,,39251520.0,1.0,39251520.0,,41.66666666666667,,,,,,
99,1,Urban Development Department,roads,False,-0.0028247642752359057,-0.03509374491154095,-2.13872239341629e-05,23.0,0.07692307692307693,2.0,26.0,0.0,,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.4019174927512962,378882440.89000005,22.0,152279480.69,66.66666666666666,78.57142857142857,,36.206896551724135,44.44444444444444,56.47235905856596,,
99,3,Urban Development Department,buildings,False,-0.010017624042297701,-0.055300005728200104,-0.002559888491609264,7.0,0.06666666666666667,1.0,15.0,8.0,,0.0,23.0,0.0,0.0,0.0,0.0,20.0,0.6972053231973045,138871219.25,7.0,96821753.3,65.0,75.0,,35.526315789473685,60.0,58.881578947368425,,
99,6,Urban Development Department,water_sanitation,False,-0.062302705706870444,-0.10719150181251635,-0.06165135250988706,3.0,0.25,6.0,24.0,22.0,,1.0,46.0,0.05,0.0,0.0,0.016666666666666666,40.0,,404593515.08,3.0,404593515.08,76.92307692307693,100.0,,81.48148148148148,,86.13485280151947,,
99,7,Urban Development Department,electricity_power,False,,,,,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,36.84210526315789,,,,
99,8,Urban Development Department,it_computing,False,,,,,,0.0,4.0,1.0,,0.0,5.0,,,,,,,1368800.0,1.0,1368800.0,,,,,,,,
99,9,Urban Development Department,vehicles,False,,,,,,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,
99,10,Urban Development Department,other,False,-0.0020278489970615484,-0.09999999090517848,-2.614755865231962e-05,16.0,0.03636363636363636,2.0,55.0,37.0,,1.0,92.0,0.03125,0.03125,0.0,0.020833333333333332,64.0,0.6699100033779307,498924644.81000006,15.0,334234610.49,80.0,42.10526315789473,,80.0,68.42105263157895,67.63157894736842,,
101,5,Welfare of Minorities Development Department,health,False,,,,,,0.0,3.0,0.0,,0.0,3.0,,,,,,,,,,,,,,,,,
101,10,Welfare of Minorities Development Department,other,False,,,,,0.2,1.0,5.0,1.0,,0.0,6.0,0.0,0.0,0.0,0.0,1.0,,,,,,89.47368421052632,,27.142857142857142,,,,
102,1,Welfare of Plain Tribes and Backward Classes,roads,False,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.9,9.0,10.0,0.0,0.2,0.0,0.06666666666666667,10.0,,51865706.15,4.0,46886706.15,93.33333333333333,17.857142857142858,100.0,96.55172413793103,,,,
102,3,Welfare of Plain Tribes and Backward Classes,buildings,False,-2.2777721915237254e-05,-0.001784666000000015,0.0,42.0,0.008771929824561403,1.0,114.0,13.0,0.25984251968503935,33.0,127.0,0.0,0.0449438202247191,0.0,0.0149812734082397,89.0,0.6286316930195229,948817042.8299999,30.0,596456464.0,95.0,54.166666666666664,100.0,81.57894736842105,53.333333333333336,76.8157894736842,79.84649122807016,73.0409356725146
102,4,Welfare of Plain Tribes and Backward Classes,schools,False,0.0,-0.017012424506524723,0.0,6.0,0.0,0.0,11.0,1.0,0.4166666666666667,5.0,12.0,0.0,0.09090909090909091,0.0,0.030303030303030304,11.0,0.8882417806094052,227032531.91,5.0,201659780.4,100.0,32.35294117647059,100.0,93.93939393939394,100.0,,,
102,5,Welfare of Plain Tribes and Backward Classes,health,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,19995000.0,1.0,19995000.0,,,,,,,,
102,6,Welfare of Plain Tribes and Backward Classes,water_sanitation,False,,-0.009997800999999978,-0.009997800999999978,1.0,0.0,0.0,6.0,3.0,,0.0,9.0,0.0,0.0,0.0,0.0,3.0,,19797301.990000002,2.0,19797301.990000002,,16.666666666666664,,37.03703703703704,,,,
102,7,Welfare of Plain Tribes and Backward Classes,electricity_power,False,,,,,0.0,0.0,7.0,3.0,,0.0,10.0,,,,,,,3241390.0,2.0,3241390.0,,16.666666666666664,,,,,,
102,8,Welfare of Plain Tribes and Backward Classes,it_computing,False,,,,,,0.0,0.0,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,
102,9,Welfare of Plain Tribes and Backward Classes,vehicles,False,,,,,0.0,0.0,7.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,3.0,,,,,,41.66666666666667,,47.22222222222222,,,,
