ocid,district_name,matched_via,title_district_mismatch,title_district_name
ocds-f5kvwu-2022_ITFCD_24313_3,Kamrup Metropolitan,address,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_4,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_5,Kamrup Metropolitan,address,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_6,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_7,Kamrup Metropolitan,address,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_8,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24313_9,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_ITFCD_24317_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_23964_1,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2022_NHM_23964_2,Kamrup Metropolitan,address,True,South Salmara-Mankachar
ocds-f5kvwu-2022_NHM_23964_3,Kamrup Metropolitan,address,True,Biswanath
ocds-f5kvwu-2022_NHM_23964_4,Kamrup Metropolitan,address,True,Cachar
ocds-f5kvwu-2022_NHM_23964_5,Kamrup Metropolitan,address,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_23984_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_23993_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_23996_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24004_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24020_1,Kamrup Metropolitan,address,True,Karimganj
ocds-f5kvwu-2022_NHM_24090_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24130_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24179_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24233_1,Kamrup Metropolitan,address,True,Baksa
ocds-f5kvwu-2022_NHM_24233_10,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24233_11,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24233_12,Kamrup Metropolitan,address,True,Dima Hasao
ocds-f5kvwu-2022_NHM_24233_13,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_24233_14,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_24233_15,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_24233_16,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_24233_17,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2022_NHM_24233_18,Kamrup Metropolitan,address,True,Hailakandi
ocds-f5kvwu-2022_NHM_24233_19,Kamrup Metropolitan,address,True,Hojai
ocds-f5kvwu-2022_NHM_24233_2,Kamrup Metropolitan,address,True,Barpeta
ocds-f5kvwu-2022_NHM_24233_20,Kamrup Metropolitan,address,True,Jorhat
ocds-f5kvwu-2022_NHM_24233_21,Kamrup Metropolitan,address,True,Kamrup
ocds-f5kvwu-2022_NHM_24233_22,Kamrup Metropolitan,address,True,Kamrup
ocds-f5kvwu-2022_NHM_24233_23,Kamrup Metropolitan,address,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24233_24,Kamrup Metropolitan,address,True,Karimganj
ocds-f5kvwu-2022_NHM_24233_25,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24233_26,Kamrup Metropolitan,address,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24233_27,Kamrup Metropolitan,address,True,Majuli
ocds-f5kvwu-2022_NHM_24233_28,Kamrup Metropolitan,address,True,Morigaon
ocds-f5kvwu-2022_NHM_24233_29,Kamrup Metropolitan,address,True,Nagaon
ocds-f5kvwu-2022_NHM_24233_3,Kamrup Metropolitan,address,True,Biswanath
ocds-f5kvwu-2022_NHM_24233_30,Kamrup Metropolitan,address,True,Nalbari
ocds-f5kvwu-2022_NHM_24233_31,Kamrup Metropolitan,address,True,Sivasagar
ocds-f5kvwu-2022_NHM_24233_32,Kamrup Metropolitan,address,True,Sonitpur
ocds-f5kvwu-2022_NHM_24233_33,Kamrup Metropolitan,address,True,Sonitpur
ocds-f5kvwu-2022_NHM_24233_34,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2022_NHM_24233_35,Kamrup Metropolitan,address,True,Udalguri
ocds-f5kvwu-2022_NHM_24233_36,Kamrup Metropolitan,address,True,West Karbi Anglong
ocds-f5kvwu-2022_NHM_24233_37,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24233_4,Kamrup Metropolitan,address,True,Bongaigaon
ocds-f5kvwu-2022_NHM_24233_5,Kamrup Metropolitan,address,True,Cachar
ocds-f5kvwu-2022_NHM_24233_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2022_NHM_24233_7,Kamrup Metropolitan,address,True,Chirang
ocds-f5kvwu-2022_NHM_24233_8,Kamrup Metropolitan,address,True,Darrang
ocds-f5kvwu-2022_NHM_24233_9,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_24245_1,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_24246_1,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_24246_10,Kamrup Metropolitan,address,True,Jorhat
ocds-f5kvwu-2022_NHM_24246_11,Kamrup Metropolitan,address,True,Jorhat
ocds-f5kvwu-2022_NHM_24246_12,Kamrup Metropolitan,address,True,Majuli
ocds-f5kvwu-2022_NHM_24246_13,Kamrup Metropolitan,address,True,Jorhat
ocds-f5kvwu-2022_NHM_24246_14,Kamrup Metropolitan,address,True,Karimganj
ocds-f5kvwu-2022_NHM_24246_15,Kamrup Metropolitan,address,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24246_16,Kamrup Metropolitan,address,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24246_17,Kamrup Metropolitan,address,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24246_18,Kamrup Metropolitan,address,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24246_19,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2022_NHM_24246_2,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_24246_20,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2022_NHM_24246_21,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2022_NHM_24246_22,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2022_NHM_24246_3,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24246_4,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24246_5,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24246_6,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_24246_7,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_24246_8,Kamrup Metropolitan,address,True,Hailakandi
ocds-f5kvwu-2022_NHM_24246_9,Kamrup Metropolitan,address,True,Jorhat
ocds-f5kvwu-2022_NHM_24354_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24411_1,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24413_1,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24415_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24416_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24422_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24505_1,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24528_1,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_10,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24528_11,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24528_12,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_13,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_14,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_15,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_16,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_17,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_24528_18,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_19,Kamrup Metropolitan,state_hq,True,Charaideo
ocds-f5kvwu-2022_NHM_24528_2,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_20,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_24528_21,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_24528_22,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_24528_23,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_24528_24,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_24528_25,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_26,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_27,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_28,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_29,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_30,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24528_31,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_24528_32,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_24528_4,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_5,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_6,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_24528_7,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24528_8,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24528_9,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_24556_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24557_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24562_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24563_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24564_1,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_24565_1,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_24567_1,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_24569_1,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_24571_1,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_24572_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_24574_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_24575_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_24577_1,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24577_10,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_24577_11,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_24577_12,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_24577_13,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_24577_14,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_24577_15,Kamrup Metropolitan,state_hq,True,Bongaigaon
ocds-f5kvwu-2022_NHM_24577_16,Kamrup Metropolitan,state_hq,True,Bongaigaon
ocds-f5kvwu-2022_NHM_24577_17,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_24577_18,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_24577_19,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_24577_2,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24577_20,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_24577_21,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_24577_3,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24577_4,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24577_5,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_24577_6,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_24577_7,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_24577_8,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_24577_9,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_24586_1,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_24586_10,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24586_11,Kamrup Metropolitan,state_hq,True,West Karbi Anglong
ocds-f5kvwu-2022_NHM_24586_12,Kamrup Metropolitan,state_hq,True,West Karbi Anglong
ocds-f5kvwu-2022_NHM_24586_13,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24586_14,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24586_15,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24586_16,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24586_17,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24586_2,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_24586_3,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_24586_4,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_24586_5,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_24586_6,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24586_7,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24586_8,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24586_9,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_24615_1,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24615_10,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24615_2,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24615_3,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24615_4,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24615_5,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24615_6,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24615_7,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24615_8,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24615_9,Kamrup Metropolitan,state_hq,True,Majuli
ocds-f5kvwu-2022_NHM_24650_1,Kamrup Metropolitan,state_hq,True,Charaideo
ocds-f5kvwu-2022_NHM_24650_2,Kamrup Metropolitan,state_hq,True,South Salmara-Mankachar
ocds-f5kvwu-2022_NHM_24650_3,Kamrup Metropolitan,state_hq,True,Biswanath
ocds-f5kvwu-2022_NHM_24650_4,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_24650_5,Kamrup Metropolitan,state_hq,True,West Karbi Anglong
ocds-f5kvwu-2022_NHM_24651_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24722_1,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24722_10,Kamrup Metropolitan,state_hq,True,Majuli
ocds-f5kvwu-2022_NHM_24722_2,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24722_3,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24722_4,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_24722_5,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24722_6,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24722_7,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24722_8,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_24722_9,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_24785_1,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_24903_1,Kamrup Metropolitan,state_hq,True,Chirang
ocds-f5kvwu-2022_NHM_24903_2,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_24903_3,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_25022_2,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_1,Kamrup Metropolitan,state_hq,True,Bajali
ocds-f5kvwu-2022_NHM_25023_10,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_25023_100,Kamrup Metropolitan,state_hq,True,Udalguri
ocds-f5kvwu-2022_NHM_25023_101,Kamrup Metropolitan,state_hq,True,West Karbi Anglong
ocds-f5kvwu-2022_NHM_25023_11,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_25023_12,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_25023_13,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_25023_14,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_25023_15,Kamrup Metropolitan,state_hq,True,Charaideo
ocds-f5kvwu-2022_NHM_25023_16,Kamrup Metropolitan,state_hq,True,Charaideo
ocds-f5kvwu-2022_NHM_25023_17,Kamrup Metropolitan,state_hq,True,Chirang
ocds-f5kvwu-2022_NHM_25023_18,Kamrup Metropolitan,state_hq,True,Chirang
ocds-f5kvwu-2022_NHM_25023_19,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_25023_2,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_25023_20,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_25023_21,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_25023_22,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2022_NHM_25023_23,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_25,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_26,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_27,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_28,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_29,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_25023_3,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_25023_30,Kamrup Metropolitan,state_hq,True,Dima Hasao
ocds-f5kvwu-2022_NHM_25023_31,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_32,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_25023_33,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_25023_34,Kamrup Metropolitan,state_hq,True,Goalpara
ocds-f5kvwu-2022_NHM_25023_35,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_36,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_37,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_38,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_39,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_25023_4,Kamrup Metropolitan,state_hq,True,Tamulpur
ocds-f5kvwu-2022_NHM_25023_40,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_25023_41,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_42,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_25023_43,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_25023_44,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_25023_45,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_25023_46,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_25023_47,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_25023_48,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_49,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_25023_5,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_25023_50,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_25023_51,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_52,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_53,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_54,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_25023_55,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_25023_56,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_25023_57,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_25023_58,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2022_NHM_25023_59,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_25023_6,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_25023_60,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_25023_61,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_25023_62,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_25023_63,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_25023_64,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_25023_65,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_25023_66,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_25023_67,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_68,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_25023_69,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2022_NHM_25023_7,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_25023_70,Kamrup Metropolitan,state_hq,True,Majuli
ocds-f5kvwu-2022_NHM_25023_71,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_25023_72,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_25023_73,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_74,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_75,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_76,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_77,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_78,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_79,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_25023_8,Kamrup Metropolitan,state_hq,True,Bongaigaon
ocds-f5kvwu-2022_NHM_25023_80,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_25023_81,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_25023_82,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_25023_83,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_25023_84,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_25023_85,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_25023_86,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_25023_87,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_88,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_89,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_9,Kamrup Metropolitan,state_hq,True,Bongaigaon
ocds-f5kvwu-2022_NHM_25023_90,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_91,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_25023_92,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_25023_93,Kamrup Metropolitan,state_hq,True,Tinsukia
