ocid,district_name,matched_via,title_district_mismatch,title_district_name
ocds-f5kvwu-2019_AHVD_15610_2,Kamrup Metropolitan,state_hq,True,Dhemaji
ocds-f5kvwu-2019_DoWR_13248_2,Kamrup Metropolitan,address,True,Bongaigaon
ocds-f5kvwu-2019_PNRD_14553_3,Kamrup Metropolitan,address,True,Bongaigaon
ocds-f5kvwu-2019_PNRD_14564_3,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2019_PNRD_14566_4,Kamrup Metropolitan,address,True,Kamrup
ocds-f5kvwu-2019_PNRD_14587_4,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2020_AEGCL_18512_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGCL_19097_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGCL_19097_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGCL_19314_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGCL_19404_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGCL_19845_2,Kamrup Metropolitan,address,True,Cachar
ocds-f5kvwu-2020_AEGCL_19853_1,Kamrup Metropolitan,address,True,Nagaon
ocds-f5kvwu-2020_AEGEF_17340_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AEGEF_17340_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AHVDE_18173_2,Unclassified,unclassified,False,
ocds-f5kvwu-2020_AHVDE_18612_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AHVD_17840_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_AHVD_18075_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AHVD_18132_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_AHVD_18414_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AHVD_19627_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AHVD_19674_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_AIWTD_18556_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_AIWTD_19323_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APDCL_18176_1,Kamrup Metropolitan,address,True,Tinsukia
ocds-f5kvwu-2020_APDCL_19293_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19294_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19296_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19297_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19299_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19300_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19301_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19302_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19303_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19304_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19305_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19306_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19307_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19308_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_APDCL_19498_1,Kamrup Metropolitan,fuzzy_address,True,Golaghat
ocds-f5kvwu-2020_APDEA_17518_1,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2020_APDEA_17781_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APDEA_17783_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APDEA_17784_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APDEA_17786_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APGC_17963_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APGC_19838_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_APHC_17648_1,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2020_APHC_17654_1,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2020_APHC_17655_1,Kamrup Metropolitan,state_hq,True,Karbi Anglong
ocds-f5kvwu-2020_APHC_18318_1,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2020_APHC_18579_1,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2020_APHC_18582_1,Kamrup Metropolitan,state_hq,True,Lakhimpur
ocds-f5kvwu-2020_APHC_19191_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_APHC_19692_1,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2020_AP_18561_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AP_18784_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AP_18853_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AP_18990_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AP_19198_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_AP_19625_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_AP_19742_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_ASDMA_18361_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASDMA_18498_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASDMA_19199_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASDMA_19343_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_17712_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_17791_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_18037_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_18037_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_18269_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_18295_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_18337_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_19186_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_ASTC_19703_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_BODOU_17397_1,Kokrajhar,btc_fallback,False,
ocds-f5kvwu-2020_BODOU_17807_1,Kokrajhar,entity_name,False,
ocds-f5kvwu-2020_BODOU_19814_1,Kokrajhar,btc_fallback,False,
ocds-f5kvwu-2020_BODOU_19843_1,Kokrajhar,btc_fallback,False,
ocds-f5kvwu-2020_BTC_18880_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_BTC_18881_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_BoTC_18895_1,Kokrajhar,address,True,Chirang
ocds-f5kvwu-2020_BoTC_18896_1,Kokrajhar,address,True,Chirang
ocds-f5kvwu-2020_BoTC_18897_1,Kokrajhar,address,True,Chirang
ocds-f5kvwu-2020_BoTC_19854_1,Kokrajhar,address,True,Chirang
ocds-f5kvwu-2020_CD_17889_1,Kamrup Metropolitan,address,True,Darrang
ocds-f5kvwu-2020_CD_17892_1,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2020_CD_17895_1,Kamrup Metropolitan,address,True,Karbi Anglong
ocds-f5kvwu-2020_CD_17896_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_CD_17909_1,Kamrup Metropolitan,address,True,Karbi Anglong
ocds-f5kvwu-2020_CD_17912_1,Kamrup Metropolitan,address,True,Kamrup
ocds-f5kvwu-2020_CD_17913_1,Kamrup Metropolitan,address,True,Udalguri
ocds-f5kvwu-2020_CD_17914_1,Kamrup Metropolitan,address,True,Baksa
ocds-f5kvwu-2020_CD_17920_1,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2020_CD_18169_1,Kamrup Metropolitan,address,True,Nalbari
ocds-f5kvwu-2020_CD_18369_1,Kamrup Metropolitan,address,True,Darrang
ocds-f5kvwu-2020_CD_19495_1,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2020_CD_19766_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_DAASC_18280_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DAASC_18381_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DAASC_18504_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DAASC_19712_1,Kamrup Metropolitan,entity_name,True,Cachar
ocds-f5kvwu-2020_DCA_18748_1,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_10,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_11,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_12,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_13,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_14,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_15,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_16,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_17,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_18,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_19,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_2,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_20,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_21,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_22,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_23,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_24,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_25,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_26,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_27,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_28,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_29,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_3,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_30,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_31,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_32,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_38,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_4,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_40,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_44,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_5,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_6,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_61,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_62,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_66,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_68,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_69,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_7,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_70,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_72,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_74,Kamrup Metropolitan,state_hq,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_8,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DCA_18748_9,Kamrup Metropolitan,address,True,Charaideo
ocds-f5kvwu-2020_DEE_18636_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DEE_18872_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DHA_18714_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DHA_18715_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DIPR_18416_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DLRAR_19111_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DLW_18606_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2020_DoIT_17830_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoIT_18558_1,Kamrup Metropolitan,address,True,Cachar
ocds-f5kvwu-2020_DoIT_19238_1,Kamrup Metropolitan,entity_name,True,Tinsukia
ocds-f5kvwu-2020_DoWR_16436_2,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_16818_2,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17401_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17585_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17607_1,Dibrugarh,address,True,Majuli
ocds-f5kvwu-2020_DoWR_17659_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17725_1,Dibrugarh,address,True,Kamrup Metropolitan
ocds-f5kvwu-2020_DoWR_17728_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17731_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_DoWR_17731_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17734_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17752_1,Dibrugarh,address,True,Jorhat
ocds-f5kvwu-2020_DoWR_17753_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17754_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_17775_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_DoWR_17775_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17787_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_DoWR_17796_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17811_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17910_1,Kamrup Metropolitan,address,True,Kamrup
ocds-f5kvwu-2020_DoWR_17929_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17956_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_17991_1,Cachar,address,False,
ocds-f5kvwu-2020_DoWR_17993_1,Cachar,address,False,
ocds-f5kvwu-2020_DoWR_17994_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18058_1,Cachar,address,False,
ocds-f5kvwu-2020_DoWR_18363_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18363_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18530_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18531_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18532_1,Kamrup Metropolitan,address,True,Karbi Anglong
ocds-f5kvwu-2020_DoWR_18533_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18534_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_18534_2,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_18746_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_18754_1,Kamrup Metropolitan,address,True,Barpeta
ocds-f5kvwu-2020_DoWR_18786_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_18820_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_18876_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_19254_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_DoWR_19573_1,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_19573_2,Dibrugarh,address,False,
ocds-f5kvwu-2020_DoWR_19578_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_FCS_18248_1,Golaghat,address,False,
ocds-f5kvwu-2020_FD_18048_1,Kamrup Metropolitan,address,True,Darrang
ocds-f5kvwu-2020_FD_18270_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_FD_19656_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GAD_19046_1,Tinsukia,address,False,
ocds-f5kvwu-2020_GMC_17959_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_17959_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18042_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_5,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_7,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_18565_8,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19049_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19075_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19078_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_12,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_13,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_15,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_16,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_17,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_5,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_8,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19248_9,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19615_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19620_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19620_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19620_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19620_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_10,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_5,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19667_9,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_10,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_11,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_12,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_5,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_7,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_8,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19668_9,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19682_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_10,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_11,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_12,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_13,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_14,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_15,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_16,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_17,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_18,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_19,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_20,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_21,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_22,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_23,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_24,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_25,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_26,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_27,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_28,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_29,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_3,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_30,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_31,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_32,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_33,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_34,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_35,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_36,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_37,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_38,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_39,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_4,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_40,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_41,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_42,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_43,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_44,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_45,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_46,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_47,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_48,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_5,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_6,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_7,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_8,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19709_9,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19828_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMC_19828_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMDA_19130_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GMDA_19850_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GSCT_17233_2,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GSCT_17942_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GSCT_18266_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_GSCT_18664_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_GU_19318_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HAD_19555_3,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HAD_19555_4,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HAD_19839_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HB_17826_1,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_17826_2,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_17826_3,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_18245_1,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_18245_2,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_18245_3,Tinsukia,address,False,
ocds-f5kvwu-2020_HB_18657_1,Darrang,address,False,
ocds-f5kvwu-2020_HB_18658_1,Darrang,address,False,
ocds-f5kvwu-2020_HB_18659_1,Darrang,address,False,
ocds-f5kvwu-2020_HB_18660_1,Darrang,address,False,
ocds-f5kvwu-2020_HB_18661_1,Darrang,address,False,
ocds-f5kvwu-2020_HB_19185_1,Sivasagar,address,False,
ocds-f5kvwu-2020_HB_19368_1,Sivasagar,address,False,
ocds-f5kvwu-2020_HET_19001_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2020_HET_19430_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2020_HFWD_17387_1,Kamrup Metropolitan,address,False,
ocds-f5kvwu-2020_HFWD_17425_1,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HFWD_17425_2,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HFWD_17425_3,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HFWD_17425_4,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HFWD_17425_5,Unclassified,unclassified,False,
ocds-f5kvwu-2020_HFWD_17425_6,Unclassified,unclassified,False,
