ocid,sector_name,classification_method
ocds-f5kvwu-2021_PWD_20357_5,roads,keyword
ocds-f5kvwu-2021_PWD_20357_6,roads,keyword
ocds-f5kvwu-2021_PWD_20358_1,roads,keyword
ocds-f5kvwu-2021_PWD_20358_2,roads,keyword
ocds-f5kvwu-2021_PWD_20358_3,roads,keyword
ocds-f5kvwu-2021_PWD_20358_4,roads,keyword
ocds-f5kvwu-2021_PWD_20358_5,roads,keyword
ocds-f5kvwu-2021_PWD_20358_6,roads,keyword
ocds-f5kvwu-2021_PWD_20360_1,roads,keyword
ocds-f5kvwu-2021_PWD_20360_2,roads,keyword
ocds-f5kvwu-2021_PWD_20360_3,roads,keyword
ocds-f5kvwu-2021_PWD_20361_1,roads,keyword
ocds-f5kvwu-2021_PWD_20362_1,roads,buyer
ocds-f5kvwu-2021_PWD_20363_1,roads,keyword
ocds-f5kvwu-2021_PWD_20367_1,roads,keyword
ocds-f5kvwu-2021_PWD_20367_2,roads,keyword
ocds-f5kvwu-2021_PWD_20367_3,roads,keyword
ocds-f5kvwu-2021_PWD_20367_4,roads,keyword
ocds-f5kvwu-2021_PWD_20375_1,roads,keyword
ocds-f5kvwu-2021_PWD_20378_1,buildings,keyword
ocds-f5kvwu-2021_PWD_20380_1,roads,keyword
ocds-f5kvwu-2021_PWD_20380_2,roads,keyword
ocds-f5kvwu-2021_PWD_20380_3,roads,keyword
ocds-f5kvwu-2021_PWD_20380_4,roads,keyword
ocds-f5kvwu-2021_PWD_20380_5,roads,keyword
ocds-f5kvwu-2021_PWD_20381_1,roads,keyword
ocds-f5kvwu-2021_PWD_20381_2,roads,keyword
ocds-f5kvwu-2021_PWD_20389_1,roads,keyword
ocds-f5kvwu-2021_PWD_20389_10,roads,keyword
ocds-f5kvwu-2021_PWD_20389_11,roads,keyword
ocds-f5kvwu-2021_PWD_20389_12,roads,keyword
ocds-f5kvwu-2021_PWD_20389_13,roads,keyword
ocds-f5kvwu-2021_PWD_20389_14,roads,keyword
ocds-f5kvwu-2021_PWD_20389_15,roads,keyword
ocds-f5kvwu-2021_PWD_20389_16,roads,keyword
ocds-f5kvwu-2021_PWD_20389_17,roads,keyword
ocds-f5kvwu-2021_PWD_20389_2,roads,keyword
ocds-f5kvwu-2021_PWD_20389_3,roads,keyword
ocds-f5kvwu-2021_PWD_20389_4,roads,hybrid
ocds-f5kvwu-2021_PWD_20389_5,roads,keyword
ocds-f5kvwu-2021_PWD_20389_6,roads,keyword
ocds-f5kvwu-2021_PWD_20389_7,roads,keyword
ocds-f5kvwu-2021_PWD_20389_8,roads,keyword
ocds-f5kvwu-2021_PWD_20389_9,roads,keyword
ocds-f5kvwu-2021_PWD_20393_1,roads,buyer
ocds-f5kvwu-2021_PWD_20395_1,roads,buyer
ocds-f5kvwu-2021_PWD_20398_1,roads,keyword
ocds-f5kvwu-2021_PWD_20398_2,bridges,keyword
ocds-f5kvwu-2021_PWD_20398_3,roads,keyword
ocds-f5kvwu-2021_PWD_20398_4,roads,keyword
ocds-f5kvwu-2021_PWD_20398_5,roads,keyword
ocds-f5kvwu-2021_PWD_20415_1,roads,keyword
ocds-f5kvwu-2021_PWD_20415_2,roads,keyword
ocds-f5kvwu-2021_PWD_20416_1,roads,keyword
ocds-f5kvwu-2021_PWD_20416_2,roads,keyword
ocds-f5kvwu-2021_PWD_20417_1,roads,keyword
ocds-f5kvwu-2021_PWD_20421_1,bridges,keyword
ocds-f5kvwu-2021_PWD_20423_1,roads,keyword
ocds-f5kvwu-2021_PWD_20424_1,roads,keyword
ocds-f5kvwu-2021_PWD_20426_1,roads,keyword
ocds-f5kvwu-2021_PWD_20427_1,roads,keyword
ocds-f5kvwu-2021_PWD_20428_1,roads,keyword
ocds-f5kvwu-2021_PWD_20429_1,roads,keyword
ocds-f5kvwu-2021_PWD_20430_1,roads,keyword
ocds-f5kvwu-2021_PWD_20431_1,roads,keyword
ocds-f5kvwu-2021_PWD_20432_1,roads,keyword
ocds-f5kvwu-2021_PWD_20433_1,roads,keyword
ocds-f5kvwu-2021_PWD_20434_1,roads,keyword
ocds-f5kvwu-2021_PWD_20436_1,roads,keyword
ocds-f5kvwu-2021_PWD_20437_1,roads,keyword
ocds-f5kvwu-2021_PWD_20438_1,roads,keyword
ocds-f5kvwu-2021_PWD_20439_1,roads,keyword
ocds-f5kvwu-2021_PWD_20440_1,roads,keyword
ocds-f5kvwu-2021_PWD_20442_1,roads,keyword
ocds-f5kvwu-2021_PWD_20443_1,roads,keyword
ocds-f5kvwu-2021_PWD_20444_1,roads,keyword
ocds-f5kvwu-2021_PWD_20445_1,roads,keyword
ocds-f5kvwu-2021_PWD_20446_1,roads,keyword
ocds-f5kvwu-2021_PWD_20447_1,roads,keyword
ocds-f5kvwu-2021_PWD_20448_1,roads,keyword
ocds-f5kvwu-2021_PWD_20449_1,roads,buyer
ocds-f5kvwu-2021_PWD_20449_2,roads,buyer
ocds-f5kvwu-2021_PWD_20449_3,roads,buyer
ocds-f5kvwu-2021_PWD_20450_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20451_1,roads,buyer
ocds-f5kvwu-2021_PWD_20454_1,roads,keyword
ocds-f5kvwu-2021_PWD_20454_2,roads,keyword
ocds-f5kvwu-2021_PWD_20454_3,roads,keyword
ocds-f5kvwu-2021_PWD_20457_1,roads,buyer
ocds-f5kvwu-2021_PWD_20459_1,roads,keyword
ocds-f5kvwu-2021_PWD_20463_1,roads,keyword
ocds-f5kvwu-2021_PWD_20463_2,roads,keyword
ocds-f5kvwu-2021_PWD_20463_3,roads,keyword
ocds-f5kvwu-2021_PWD_20463_4,roads,keyword
ocds-f5kvwu-2021_PWD_20463_5,roads,keyword
ocds-f5kvwu-2021_PWD_20468_1,roads,keyword
ocds-f5kvwu-2021_PWD_20468_2,roads,keyword
ocds-f5kvwu-2021_PWD_20476_1,roads,keyword
ocds-f5kvwu-2021_PWD_20480_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20520_1,roads,keyword
ocds-f5kvwu-2021_PWD_20520_2,roads,keyword
ocds-f5kvwu-2021_PWD_20530_1,electricity_power,keyword
ocds-f5kvwu-2021_PWD_20707_1,roads,buyer
ocds-f5kvwu-2021_PWD_20707_2,roads,buyer
ocds-f5kvwu-2021_PWD_20707_3,roads,buyer
ocds-f5kvwu-2021_PWD_20707_4,roads,buyer
ocds-f5kvwu-2021_PWD_20707_5,roads,buyer
ocds-f5kvwu-2021_PWD_20707_6,roads,buyer
ocds-f5kvwu-2021_PWD_20707_7,roads,buyer
ocds-f5kvwu-2021_PWD_20707_8,roads,buyer
ocds-f5kvwu-2021_PWD_20707_9,roads,buyer
ocds-f5kvwu-2021_PWD_20721_1,roads,keyword
ocds-f5kvwu-2021_PWD_20725_1,roads,keyword
ocds-f5kvwu-2021_PWD_20725_2,roads,hybrid
ocds-f5kvwu-2021_PWD_20725_3,roads,keyword
ocds-f5kvwu-2021_PWD_20725_4,roads,keyword
ocds-f5kvwu-2021_PWD_20739_1,roads,keyword
ocds-f5kvwu-2021_PWD_20774_1,roads,keyword
ocds-f5kvwu-2021_PWD_20774_10,roads,buyer
ocds-f5kvwu-2021_PWD_20774_11,roads,buyer
ocds-f5kvwu-2021_PWD_20774_2,roads,buyer
ocds-f5kvwu-2021_PWD_20774_3,roads,buyer
ocds-f5kvwu-2021_PWD_20774_4,roads,buyer
ocds-f5kvwu-2021_PWD_20774_5,roads,buyer
ocds-f5kvwu-2021_PWD_20774_6,roads,buyer
ocds-f5kvwu-2021_PWD_20774_7,roads,buyer
ocds-f5kvwu-2021_PWD_20774_8,roads,buyer
ocds-f5kvwu-2021_PWD_20774_9,roads,buyer
ocds-f5kvwu-2021_PWD_20817_1,roads,keyword
ocds-f5kvwu-2021_PWD_20828_1,roads,buyer
ocds-f5kvwu-2021_PWD_20845_1,roads,keyword
ocds-f5kvwu-2021_PWD_20845_10,roads,keyword
ocds-f5kvwu-2021_PWD_20845_11,roads,keyword
ocds-f5kvwu-2021_PWD_20845_12,roads,keyword
ocds-f5kvwu-2021_PWD_20845_13,roads,keyword
ocds-f5kvwu-2021_PWD_20845_14,roads,keyword
ocds-f5kvwu-2021_PWD_20845_15,roads,keyword
ocds-f5kvwu-2021_PWD_20845_2,roads,keyword
ocds-f5kvwu-2021_PWD_20845_3,roads,keyword
ocds-f5kvwu-2021_PWD_20845_4,roads,keyword
ocds-f5kvwu-2021_PWD_20845_5,roads,keyword
ocds-f5kvwu-2021_PWD_20845_6,roads,keyword
ocds-f5kvwu-2021_PWD_20845_7,roads,keyword
ocds-f5kvwu-2021_PWD_20845_8,roads,keyword
ocds-f5kvwu-2021_PWD_20845_9,roads,keyword
ocds-f5kvwu-2021_PWD_20847_1,roads,keyword
ocds-f5kvwu-2021_PWD_20853_1,roads,keyword
ocds-f5kvwu-2021_PWD_20853_10,roads,keyword
ocds-f5kvwu-2021_PWD_20853_2,roads,keyword
ocds-f5kvwu-2021_PWD_20853_3,roads,keyword
ocds-f5kvwu-2021_PWD_20853_4,roads,keyword
ocds-f5kvwu-2021_PWD_20853_5,roads,keyword
ocds-f5kvwu-2021_PWD_20853_6,roads,keyword
ocds-f5kvwu-2021_PWD_20853_7,roads,keyword
ocds-f5kvwu-2021_PWD_20853_8,roads,keyword
ocds-f5kvwu-2021_PWD_20853_9,roads,keyword
ocds-f5kvwu-2021_PWD_20854_1,roads,buyer
ocds-f5kvwu-2021_PWD_20854_2,roads,buyer
ocds-f5kvwu-2021_PWD_20854_3,roads,buyer
ocds-f5kvwu-2021_PWD_20854_4,roads,buyer
ocds-f5kvwu-2021_PWD_20854_5,roads,buyer
ocds-f5kvwu-2021_PWD_20854_6,roads,buyer
ocds-f5kvwu-2021_PWD_20854_7,roads,buyer
ocds-f5kvwu-2021_PWD_20875_1,roads,keyword
ocds-f5kvwu-2021_PWD_20875_2,roads,keyword
ocds-f5kvwu-2021_PWD_20875_3,roads,keyword
ocds-f5kvwu-2021_PWD_20876_1,roads,buyer
ocds-f5kvwu-2021_PWD_20876_2,roads,buyer
ocds-f5kvwu-2021_PWD_20876_3,roads,buyer
ocds-f5kvwu-2021_PWD_20878_1,roads,keyword
ocds-f5kvwu-2021_PWD_20878_10,roads,keyword
ocds-f5kvwu-2021_PWD_20878_12,roads,keyword
ocds-f5kvwu-2021_PWD_20878_13,roads,keyword
ocds-f5kvwu-2021_PWD_20878_14,roads,keyword
ocds-f5kvwu-2021_PWD_20878_2,roads,keyword
ocds-f5kvwu-2021_PWD_20878_3,roads,keyword
ocds-f5kvwu-2021_PWD_20878_4,roads,keyword
ocds-f5kvwu-2021_PWD_20878_5,roads,keyword
ocds-f5kvwu-2021_PWD_20878_6,roads,keyword
ocds-f5kvwu-2021_PWD_20878_7,roads,keyword
ocds-f5kvwu-2021_PWD_20878_8,roads,keyword
ocds-f5kvwu-2021_PWD_20878_9,roads,keyword
ocds-f5kvwu-2021_PWD_20879_1,roads,keyword
ocds-f5kvwu-2021_PWD_20879_10,roads,keyword
ocds-f5kvwu-2021_PWD_20879_11,roads,keyword
ocds-f5kvwu-2021_PWD_20879_12,roads,keyword
ocds-f5kvwu-2021_PWD_20879_13,roads,keyword
ocds-f5kvwu-2021_PWD_20879_14,roads,keyword
ocds-f5kvwu-2021_PWD_20879_15,roads,keyword
ocds-f5kvwu-2021_PWD_20879_16,roads,keyword
ocds-f5kvwu-2021_PWD_20879_2,roads,keyword
ocds-f5kvwu-2021_PWD_20879_3,roads,keyword
ocds-f5kvwu-2021_PWD_20879_4,roads,keyword
ocds-f5kvwu-2021_PWD_20879_5,roads,keyword
ocds-f5kvwu-2021_PWD_20879_6,roads,keyword
ocds-f5kvwu-2021_PWD_20879_7,roads,keyword
ocds-f5kvwu-2021_PWD_20879_8,roads,keyword
ocds-f5kvwu-2021_PWD_20879_9,roads,keyword
ocds-f5kvwu-2021_PWD_20880_1,roads,buyer
ocds-f5kvwu-2021_PWD_20882_1,roads,buyer
ocds-f5kvwu-2021_PWD_20883_1,roads,buyer
ocds-f5kvwu-2021_PWD_20884_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20885_1,roads,buyer
ocds-f5kvwu-2021_PWD_20886_1,roads,buyer
ocds-f5kvwu-2021_PWD_20887_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20890_1,roads,buyer
ocds-f5kvwu-2021_PWD_20891_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20894_1,bridges,keyword
ocds-f5kvwu-2021_PWD_20896_1,roads,keyword
ocds-f5kvwu-2021_PWD_20900_1,roads,keyword
ocds-f5kvwu-2021_PWD_20901_1,roads,buyer
ocds-f5kvwu-2021_PWD_20903_1,roads,keyword
ocds-f5kvwu-2021_PWD_20905_1,roads,keyword
ocds-f5kvwu-2021_PWD_20905_2,roads,keyword
ocds-f5kvwu-2021_PWD_20907_1,roads,keyword
ocds-f5kvwu-2021_PWD_20907_2,roads,keyword
ocds-f5kvwu-2021_PWD_20907_3,roads,keyword
ocds-f5kvwu-2021_PWD_20907_4,roads,keyword
ocds-f5kvwu-2021_PWD_20907_5,roads,keyword
ocds-f5kvwu-2021_PWD_20909_1,roads,keyword
ocds-f5kvwu-2021_PWD_20910_1,roads,keyword
ocds-f5kvwu-2021_PWD_20911_1,roads,keyword
ocds-f5kvwu-2021_PWD_20912_1,roads,keyword
ocds-f5kvwu-2021_PWD_20913_1,roads,keyword
ocds-f5kvwu-2021_PWD_20914_1,roads,keyword
ocds-f5kvwu-2021_PWD_20915_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20918_1,roads,buyer
ocds-f5kvwu-2021_PWD_20921_1,roads,buyer
ocds-f5kvwu-2021_PWD_20922_1,roads,keyword
ocds-f5kvwu-2021_PWD_20925_1,roads,hybrid
ocds-f5kvwu-2021_PWD_20928_1,roads,keyword
ocds-f5kvwu-2021_PWD_20928_2,roads,keyword
ocds-f5kvwu-2021_PWD_20928_3,roads,keyword
ocds-f5kvwu-2021_PWD_20930_1,roads,buyer
ocds-f5kvwu-2021_PWD_20930_2,roads,buyer
ocds-f5kvwu-2021_PWD_20930_3,roads,buyer
ocds-f5kvwu-2021_PWD_20944_1,roads,keyword
ocds-f5kvwu-2021_PWD_20944_2,roads,keyword
ocds-f5kvwu-2021_PWD_20945_1,roads,keyword
ocds-f5kvwu-2021_PWD_20945_2,roads,keyword
ocds-f5kvwu-2021_PWD_20954_1,roads,keyword
ocds-f5kvwu-2021_PWD_20954_2,roads,keyword
ocds-f5kvwu-2021_PWD_20954_3,roads,keyword
ocds-f5kvwu-2021_PWD_20954_4,roads,keyword
ocds-f5kvwu-2021_PWD_20954_5,roads,keyword
ocds-f5kvwu-2021_PWD_20973_1,roads,buyer
ocds-f5kvwu-2021_PWD_20977_1,roads,buyer
ocds-f5kvwu-2021_PWD_20977_2,roads,buyer
ocds-f5kvwu-2021_PWD_20978_1,roads,keyword
ocds-f5kvwu-2021_PWD_20978_10,roads,keyword
ocds-f5kvwu-2021_PWD_20978_11,roads,keyword
ocds-f5kvwu-2021_PWD_20978_12,roads,keyword
ocds-f5kvwu-2021_PWD_20978_13,roads,keyword
ocds-f5kvwu-2021_PWD_20978_14,roads,hybrid
ocds-f5kvwu-2021_PWD_20978_2,roads,keyword
ocds-f5kvwu-2021_PWD_20978_3,roads,keyword
ocds-f5kvwu-2021_PWD_20978_4,roads,keyword
ocds-f5kvwu-2021_PWD_20978_5,roads,buyer
ocds-f5kvwu-2021_PWD_20978_6,roads,keyword
ocds-f5kvwu-2021_PWD_20978_7,roads,keyword
ocds-f5kvwu-2021_PWD_20978_8,roads,keyword
ocds-f5kvwu-2021_PWD_20978_9,roads,keyword
ocds-f5kvwu-2021_PWD_20983_1,roads,buyer
ocds-f5kvwu-2021_PWD_20983_2,roads,buyer
ocds-f5kvwu-2021_PWD_20983_3,roads,buyer
ocds-f5kvwu-2021_PWD_20983_4,roads,buyer
ocds-f5kvwu-2021_PWD_20983_5,roads,buyer
ocds-f5kvwu-2021_PWD_20984_1,roads,buyer
ocds-f5kvwu-2021_PWD_21000_1,roads,keyword
ocds-f5kvwu-2021_PWD_21000_2,roads,keyword
ocds-f5kvwu-2021_PWD_21000_3,roads,keyword
ocds-f5kvwu-2021_PWD_21000_4,roads,keyword
ocds-f5kvwu-2021_PWD_21006_1,roads,buyer
ocds-f5kvwu-2021_PWD_21018_1,roads,keyword
ocds-f5kvwu-2021_PWD_21018_2,roads,keyword
ocds-f5kvwu-2021_PWD_21018_3,roads,keyword
ocds-f5kvwu-2021_PWD_21018_4,roads,keyword
ocds-f5kvwu-2021_PWD_21018_5,roads,keyword
ocds-f5kvwu-2021_PWD_21018_6,roads,keyword
ocds-f5kvwu-2021_PWD_21018_7,roads,keyword
ocds-f5kvwu-2021_PWD_21018_8,roads,keyword
ocds-f5kvwu-2021_PWD_21030_1,roads,buyer
ocds-f5kvwu-2021_PWD_21031_1,roads,buyer
ocds-f5kvwu-2021_PWD_21031_10,roads,buyer
ocds-f5kvwu-2021_PWD_21031_11,roads,buyer
ocds-f5kvwu-2021_PWD_21031_12,roads,buyer
ocds-f5kvwu-2021_PWD_21031_13,roads,buyer
ocds-f5kvwu-2021_PWD_21031_14,roads,buyer
ocds-f5kvwu-2021_PWD_21031_2,roads,buyer
ocds-f5kvwu-2021_PWD_21031_3,roads,buyer
ocds-f5kvwu-2021_PWD_21031_4,roads,buyer
ocds-f5kvwu-2021_PWD_21031_6,roads,buyer
ocds-f5kvwu-2021_PWD_21031_7,roads,buyer
ocds-f5kvwu-2021_PWD_21031_8,roads,buyer
ocds-f5kvwu-2021_PWD_21031_9,roads,buyer
ocds-f5kvwu-2021_PWD_21055_1,roads,keyword
ocds-f5kvwu-2021_PWD_21055_2,roads,keyword
ocds-f5kvwu-2021_PWD_21056_1,roads,buyer
ocds-f5kvwu-2021_PWD_21056_2,roads,buyer
ocds-f5kvwu-2021_PWD_21056_3,roads,buyer
ocds-f5kvwu-2021_PWD_21058_1,bridges,keyword
ocds-f5kvwu-2021_PWD_21065_1,roads,keyword
ocds-f5kvwu-2021_PWD_21066_1,roads,keyword
ocds-f5kvwu-2021_PWD_21066_2,roads,hybrid
ocds-f5kvwu-2021_PWD_21066_3,roads,keyword
ocds-f5kvwu-2021_PWD_21067_1,roads,buyer
ocds-f5kvwu-2021_PWD_21068_1,roads,buyer
ocds-f5kvwu-2021_PWD_21068_2,roads,buyer
ocds-f5kvwu-2021_PWD_21069_1,roads,hybrid
ocds-f5kvwu-2021_PWD_21072_1,roads,buyer
ocds-f5kvwu-2021_PWD_21072_2,roads,buyer
ocds-f5kvwu-2021_PWD_21072_3,roads,buyer
ocds-f5kvwu-2021_PWD_21073_1,roads,keyword
ocds-f5kvwu-2021_PWD_21074_1,roads,hybrid
ocds-f5kvwu-2021_PWD_21074_2,roads,hybrid
ocds-f5kvwu-2021_PWD_21074_3,roads,hybrid
ocds-f5kvwu-2021_PWD_21075_1,roads,buyer
ocds-f5kvwu-2021_PWD_21075_2,roads,buyer
ocds-f5kvwu-2021_PWD_21078_1,roads,keyword
ocds-f5kvwu-2021_PWD_21078_10,roads,keyword
ocds-f5kvwu-2021_PWD_21078_11,roads,keyword
ocds-f5kvwu-2021_PWD_21078_2,roads,keyword
ocds-f5kvwu-2021_PWD_21078_3,roads,keyword
ocds-f5kvwu-2021_PWD_21078_4,roads,keyword
ocds-f5kvwu-2021_PWD_21078_5,roads,keyword
ocds-f5kvwu-2021_PWD_21078_6,roads,keyword
ocds-f5kvwu-2021_PWD_21078_7,roads,keyword
ocds-f5kvwu-2021_PWD_21078_8,roads,keyword
ocds-f5kvwu-2021_PWD_21078_9,roads,keyword
ocds-f5kvwu-2021_PWD_21079_1,roads,keyword
ocds-f5kvwu-2021_PWD_21090_1,roads,keyword
ocds-f5kvwu-2021_PWD_21090_2,roads,keyword
ocds-f5kvwu-2021_PWD_21090_3,roads,keyword
ocds-f5kvwu-2021_PWD_21090_4,roads,keyword
ocds-f5kvwu-2021_PWD_21090_5,roads,keyword
ocds-f5kvwu-2021_PWD_21090_6,roads,keyword
ocds-f5kvwu-2021_PWD_21096_1,roads,keyword
ocds-f5kvwu-2021_PWD_21099_1,bridges,keyword
ocds-f5kvwu-2021_PWD_21102_1,roads,keyword
ocds-f5kvwu-2021_PWD_21102_10,roads,hybrid
ocds-f5kvwu-2021_PWD_21102_11,roads,keyword
ocds-f5kvwu-2021_PWD_21102_2,roads,keyword
ocds-f5kvwu-2021_PWD_21102_3,roads,keyword
ocds-f5kvwu-2021_PWD_21102_4,roads,keyword
ocds-f5kvwu-2021_PWD_21102_5,roads,keyword
ocds-f5kvwu-2021_PWD_21102_6,roads,keyword
ocds-f5kvwu-2021_PWD_21102_7,roads,keyword
ocds-f5kvwu-2021_PWD_21102_8,roads,keyword
ocds-f5kvwu-2021_PWD_21102_9,roads,keyword
ocds-f5kvwu-2021_PWD_21103_1,roads,keyword
ocds-f5kvwu-2021_PWD_21103_2,roads,keyword
ocds-f5kvwu-2021_PWD_21103_3,roads,keyword
ocds-f5kvwu-2021_PWD_21103_4,roads,keyword
ocds-f5kvwu-2021_PWD_21103_5,roads,keyword
ocds-f5kvwu-2021_PWD_21103_6,roads,keyword
ocds-f5kvwu-2021_PWD_21109_1,roads,keyword
ocds-f5kvwu-2021_PWD_21111_1,roads,keyword
ocds-f5kvwu-2021_PWD_21112_1,roads,keyword
ocds-f5kvwu-2021_PWD_21112_2,roads,keyword
ocds-f5kvwu-2021_PWD_21112_3,roads,keyword
ocds-f5kvwu-2021_PWD_21112_4,roads,keyword
ocds-f5kvwu-2021_PWD_21112_5,roads,keyword
ocds-f5kvwu-2021_PWD_21115_1,roads,buyer
ocds-f5kvwu-2021_PWD_21128_1,roads,keyword
ocds-f5kvwu-2021_PWD_21133_1,roads,buyer
ocds-f5kvwu-2021_PWD_21134_1,roads,keyword
ocds-f5kvwu-2021_PWD_21135_1,roads,keyword
ocds-f5kvwu-2021_PWD_21135_10,roads,keyword
ocds-f5kvwu-2021_PWD_21135_2,roads,keyword
ocds-f5kvwu-2021_PWD_21135_3,roads,keyword
ocds-f5kvwu-2021_PWD_21135_4,roads,keyword
ocds-f5kvwu-2021_PWD_21135_5,roads,keyword
ocds-f5kvwu-2021_PWD_21135_6,roads,keyword
ocds-f5kvwu-2021_PWD_21135_7,roads,keyword
ocds-f5kvwu-2021_PWD_21135_8,roads,keyword
ocds-f5kvwu-2021_PWD_21135_9,roads,keyword
ocds-f5kvwu-2021_PWD_21136_1,roads,keyword
ocds-f5kvwu-2021_PWD_21138_1,roads,keyword
ocds-f5kvwu-2021_PWD_21139_1,roads,keyword
ocds-f5kvwu-2021_PWD_21142_1,roads,keyword
ocds-f5kvwu-2021_PWD_21143_1,roads,keyword
ocds-f5kvwu-2021_PWD_21144_1,roads,keyword
ocds-f5kvwu-2021_PWD_21149_1,roads,buyer
ocds-f5kvwu-2021_PWD_21159_1,roads,buyer
ocds-f5kvwu-2021_PWD_21162_1,roads,buyer
ocds-f5kvwu-2021_PWD_21163_1,roads,keyword
ocds-f5kvwu-2021_PWD_21165_1,roads,keyword
ocds-f5kvwu-2021_PWD_21166_1,roads,buyer
ocds-f5kvwu-2021_PWD_21167_1,roads,keyword
ocds-f5kvwu-2021_PWD_21169_1,roads,keyword
ocds-f5kvwu-2021_PWD_21169_2,roads,hybrid
ocds-f5kvwu-2021_PWD_21169_3,roads,keyword
ocds-f5kvwu-2021_PWD_21169_4,roads,buyer
ocds-f5kvwu-2021_PWD_21169_5,roads,keyword
ocds-f5kvwu-2021_PWD_21171_1,roads,keyword
ocds-f5kvwu-2021_PWD_21171_2,roads,keyword
ocds-f5kvwu-2021_PWD_21171_3,roads,keyword
ocds-f5kvwu-2021_PWD_21171_4,roads,keyword
ocds-f5kvwu-2021_PWD_21171_5,roads,keyword
ocds-f5kvwu-2021_PWD_21173_1,roads,keyword
ocds-f5kvwu-2021_PWD_21188_1,roads,keyword
ocds-f5kvwu-2021_PWD_21188_2,roads,keyword
ocds-f5kvwu-2021_PWD_21188_3,roads,keyword
ocds-f5kvwu-2021_PWD_21189_1,roads,buyer
ocds-f5kvwu-2021_PWD_21189_2,roads,buyer
ocds-f5kvwu-2021_PWD_21189_3,roads,buyer
ocds-f5kvwu-2021_PWD_21190_1,roads,buyer
ocds-f5kvwu-2021_PWD_21191_1,roads,buyer
ocds-f5kvwu-2021_PWD_21192_1,roads,keyword
ocds-f5kvwu-2021_PWD_21194_1,roads,keyword
ocds-f5kvwu-2021_PWD_21194_10,roads,keyword
ocds-f5kvwu-2021_PWD_21194_11,roads,keyword
ocds-f5kvwu-2021_PWD_21194_12,roads,hybrid
ocds-f5kvwu-2021_PWD_21194_2,roads,keyword
ocds-f5kvwu-2021_PWD_21194_3,roads,keyword
ocds-f5kvwu-2021_PWD_21194_4,roads,keyword
ocds-f5kvwu-2021_PWD_21194_5,roads,keyword
ocds-f5kvwu-2021_PWD_21194_6,roads,keyword
ocds-f5kvwu-2021_PWD_21194_7,roads,keyword
ocds-f5kvwu-2021_PWD_21194_8,roads,keyword
ocds-f5kvwu-2021_PWD_21197_1,roads,keyword
ocds-f5kvwu-2021_PWD_21199_1,roads,keyword
ocds-f5kvwu-2021_PWD_21199_2,roads,keyword
ocds-f5kvwu-2021_PWD_21199_3,roads,keyword
ocds-f5kvwu-2021_PWD_21201_1,roads,keyword
ocds-f5kvwu-2021_PWD_21203_1,roads,buyer
ocds-f5kvwu-2021_PWD_21204_1,roads,keyword
ocds-f5kvwu-2021_PWD_21211_1,roads,keyword
ocds-f5kvwu-2021_PWD_21213_1,roads,keyword
ocds-f5kvwu-2021_PWD_21213_2,roads,keyword
ocds-f5kvwu-2021_PWD_21215_1,roads,keyword
ocds-f5kvwu-2021_PWD_21215_2,roads,keyword
ocds-f5kvwu-2021_PWD_21215_3,bridges,keyword
ocds-f5kvwu-2021_PWD_21215_4,roads,keyword
ocds-f5kvwu-2021_PWD_21215_5,roads,keyword
ocds-f5kvwu-2021_PWD_21216_1,roads,keyword
ocds-f5kvwu-2021_PWD_21216_2,roads,keyword
ocds-f5kvwu-2021_PWD_21225_1,roads,keyword
ocds-f5kvwu-2021_PWD_21225_2,roads,keyword
ocds-f5kvwu-2021_PWD_21225_3,roads,buyer
ocds-f5kvwu-2021_PWD_21225_4,roads,keyword
ocds-f5kvwu-2021_PWD_21226_1,roads,buyer
ocds-f5kvwu-2021_PWD_21227_1,roads,buyer
ocds-f5kvwu-2021_PWD_21228_1,roads,buyer
ocds-f5kvwu-2021_PWD_21229_1,roads,buyer
ocds-f5kvwu-2021_PWD_21230_1,roads,buyer
ocds-f5kvwu-2021_PWD_21231_1,roads,buyer
ocds-f5kvwu-2021_PWD_21234_1,roads,buyer
ocds-f5kvwu-2021_PWD_21234_2,roads,buyer
ocds-f5kvwu-2021_PWD_21234_3,roads,buyer
ocds-f5kvwu-2021_PWD_21234_4,roads,buyer
ocds-f5kvwu-2021_PWD_21235_1,roads,keyword
ocds-f5kvwu-2021_PWD_21236_1,roads,keyword
ocds-f5kvwu-2021_PWD_21236_2,roads,keyword
ocds-f5kvwu-2021_PWD_21236_3,roads,keyword
ocds-f5kvwu-2021_PWD_21236_4,roads,keyword
ocds-f5kvwu-2021_PWD_21241_1,roads,buyer
ocds-f5kvwu-2021_PWD_21243_1,roads,keyword
ocds-f5kvwu-2021_PWD_21243_2,roads,keyword
ocds-f5kvwu-2021_PWD_21243_3,roads,keyword
ocds-f5kvwu-2021_PWD_21244_1,buildings,keyword
ocds-f5kvwu-2021_PWD_21248_1,roads,keyword
ocds-f5kvwu-2021_PWD_21252_1,roads,keyword
ocds-f5kvwu-2021_PWD_21253_1,roads,keyword
ocds-f5kvwu-2021_PWD_21253_10,roads,keyword
