ocid,tender_title,tender_value_amount,value_amount,tender_procurementMethod,tender_fiscalYear,price_deviation
ocds-f5kvwu-2020_UDD_16112_1,"Construction and Renovation works of Radhamadhab College, Cachar",16000000.0,15007985.72,Open Tender,2019-2020,-0.06200089249999996
ocds-f5kvwu-2020_UDD_16137_1,"Construction and Renovation works of Jhanji Hemanth Sarma College, Sibsagar",13886000.0,13025068.0,Open Tender,2019-2020,-0.062
ocds-f5kvwu-2020_UDD_16138_1,"Construction and Renovation works of HCDG College, Sivsagar",16000000.0,15120000.0,Open Tender,2019-2020,-0.055
ocds-f5kvwu-2020_UDD_16140_1,"Construction and Renovation works of Chaiduyar College, Gohpur",16000000.0,14543982.66,Open Tender,2019-2020,-0.09100108374999999
ocds-f5kvwu-2020_UDD_16233_1,"Execution, Testing and Commissioning of Balance work including supply, fitting, fixing of materials of Sibsagar Water Supply Scheme, at Sibsagar.",9765532.0,870024.0,Open Tender,2019-2020,-0.9109086939656744
ocds-f5kvwu-2020_UDD_16770_1,"Construction and Renovation works of Purbanchal College, Dhemaji",11000000.0,9900000.0,Open Tender,2019-2020,-0.1
ocds-f5kvwu-2020_UDD_17231_2,"Supply, fitting, fixing, laying, testing, commissioning of clear water pumping main and distribution main Jorhat WSS",9133892.0,9112423.35,Open Tender,2020-2021,-0.0023504383454501514
ocds-f5kvwu-2020_UDD_17411_1,Development of Jorpukhuri Park in Guwahati City,32985804.0,29687224.0,Open Tender,2020-2021,-0.09999998787357131
ocds-f5kvwu-2020_UDD_17771_1,Construction of New Sunday market at byepass and beautification of GNB road Tinsukia under CIDF,53039824.0,52889999.0,Open Tender,2020-2021,-0.0028247642752359057
ocds-f5kvwu-2020_UDD_17800_2,Augmentation of Dergaon Water Supply Scheme,36218000.0,30709955.77,Open Tender,2020-2021,-0.15208029791816224
ocds-f5kvwu-2020_UDD_17904_3,"Execution, Testing , Commissioning of Digboi Town Water Supply Scheme",384151000.0,360217353.3,Open Tender,2020-2021,-0.062302705706870444
ocds-f5kvwu-2020_UDD_18495_1,RHS Grade III,19000000.0,17099284.13,Open Tender,2020-2021,-0.1000376773684211
ocds-f5kvwu-2020_UDD_18734_1,RHS Grade IV Building,15368497.0,13785541.8,Open Tender,2020-2021,-0.1030000005856135
ocds-f5kvwu-2020_UDD_18767_1,CONSTRUCTION OF DRAIN AT WEST MILAN NAGAR AREA DIBRUGARH PART I UNDER CIDF,14554000.0,13666206.01,Open Tender,2020-2021,-0.06099999931290368
ocds-f5kvwu-2020_UDD_18815_1,"Infrastructure Development Scheme at Jagiroad, Part-II (Construction of Multi-utility Building at Jagiroad)",19709507.0,19500586.0,Open Tender,2020-2021,-0.010600011456400204
ocds-f5kvwu-2020_UDD_19429_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,49729100.0,49624072.54,Open Tender,2020-2021,-0.002111991972507061
ocds-f5kvwu-2020_UDD_19432_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,29964500.0,26486881.55,Open Tender,2020-2021,-0.11605795024111863
ocds-f5kvwu-2020_UDD_19433_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,30092500.0,30091993.35,Open Tender,2020-2021,-1.683642103509213e-05
ocds-f5kvwu-2020_UDD_19434_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,19976400.0,18977633.74,Open Tender,2020-2021,-0.049997309825594284
ocds-f5kvwu-2020_UDD_19435_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,20412600.0,20207378.1,Open Tender,2020-2021,-0.010053687428353003
ocds-f5kvwu-2020_UDD_19436_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,20143100.0,20100559.21,Open Tender,2020-2021,-0.0021119286505055877
ocds-f5kvwu-2020_UDD_19437_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,11951400.0,11951399.88,Open Tender,2020-2021,-1.0040664623427893e-08
ocds-f5kvwu-2020_UDD_19438_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,7827000.0,7435650.16,Open Tender,2020-2021,-0.049999979557940444
ocds-f5kvwu-2020_UDD_19442_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,6128400.0,6030497.2,Open Tender,2020-2021,-0.015975262711311243
ocds-f5kvwu-2020_UDD_19443_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5443100.0,5442787.55,Open Tender,2020-2021,-5.74029505245515e-05
ocds-f5kvwu-2020_UDD_19444_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5558900.0,5558319.75,Open Tender,2020-2021,-0.00010438216193851302
ocds-f5kvwu-2020_UDD_19445_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5270800.0,5270795.12,Open Tender,2020-2021,-9.25855657563983e-07
ocds-f5kvwu-2020_UDD_19446_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5572300.0,5459794.26,Open Tender,2020-2021,-0.020190179997487612
ocds-f5kvwu-2020_UDD_19447_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5345900.0,5238821.0,Open Tender,2020-2021,-0.020030116537907556
ocds-f5kvwu-2020_UDD_19448_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,5421600.0,5367402.1,Open Tender,2020-2021,-0.009996661502139658
ocds-f5kvwu-2020_UDD_19449_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,4404100.0,4087938.59,Open Tender,2020-2021,-0.07178797257101341
ocds-f5kvwu-2020_UDD_19450_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,4874900.0,4874900.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_UDD_19451_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,4752700.0,4752697.75,Open Tender,2020-2021,-4.7341511141035624e-07
ocds-f5kvwu-2020_UDD_19452_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,3090400.0,2935880.04,Open Tender,2020-2021,-0.04999998705669168
ocds-f5kvwu-2020_UDD_19463_1,IMPROVEMENT OF ROADS IN TINSUKIA UNDER CIDF,30047800.0,30047793.85,Open Tender,2020-2021,-2.0467388622494438e-07
ocds-f5kvwu-2020_UDD_19575_1,Widening of road with drain from railway station to Shivdham Part II Tinsukia under CIDF,124829478.0,114842701.7,Open Tender,2020-2021,-0.08000334904869183
ocds-f5kvwu-2020_WMDD_16264_1,SUPPLY OF e-RICKSHAW FOR THE FINANCIAL Year 2019-20,13800000.0,83636.0,Open Tender,2019-2020,-0.993939420289855
ocds-f5kvwu-2020_WMDD_16347_1,"SUPPLY,Installtion and Commisssion OF SOLAR STREET LIGHT FOR THE FINANCIAL YEAR 2019-20",5320000.0,24280.0,Open Tender,2019-2020,-0.9954360902255639
ocds-f5kvwu-2020_WPTBC_16250_1,Const. of Training cum Production Center,5000000.0,5000000.0,Open Tender,2019-2020,0.0
ocds-f5kvwu-2020_WPTBC_16712_1,Construction of Dr. B. R. Ambedkar Bhawan at Salbari,17624000.0,17624000.0,Limited,2019-2020,0.0
ocds-f5kvwu-2020_WPTBC_17908_1,Const. of SK Nari Santha Office,8000000.0,7995874.0,Open Tender,2020-2021,-0.00051575
ocds-f5kvwu-2020_WPTBC_17926_2,Const. of Baithow Mandir,3000000.0,2998772.0,Open Tender,2020-2021,-0.0004093333333333333
ocds-f5kvwu-2020_WPTBC_18195_1,Construction of SC Development Center in the premises of ASDC for SC Ltd.,74882282.0,74849222.0,Limited,2020-2021,-0.00044149295556991707
ocds-f5kvwu-2020_WPTBC_18452_1,Advance Straight Stitch Sewing Machines for the beneficiaries of SC community during the year 2020-21,40000000.0,8700.0,Open Tender,2020-2021,-0.9997825
ocds-f5kvwu-2020_WPTBC_18508_1,Construction of Tribal Guest House at Naharani Saruathar in Golaghat District during 2019-20,10000000.0,9988613.36,Open Tender,2020-2021,-0.0011386640000000596
ocds-f5kvwu-2020_WPTBC_18592_1,"Const. / Dev. of Baithow Mandir Complex at Naharkatia, DBR",3500000.0,3499510.0,Open Tender,2020-2021,-0.00014
ocds-f5kvwu-2020_WPTBC_18764_2,Proposed R.C.C. Auditorium and GF and FF Office Building for PD and ITDP and SDWO at Morigaon Assam,56911853.0,56911853.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_WPTBC_18795_1,CONSTRUCTION OF P.D. and ITDP and SDWO office cum multipurpose building at Dudhnoi Amjonga Assam,71444314.0,71444314.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_WPTBC_18797_1,Construction of Ekalabya Model Residential School EMRS Diphu Karbianglong,160000000.0,160000000.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_WPTBC_18801_1,Renovation of existing building and construction of proposed office building for WPT and BC at Guwahati Assam,58686223.0,57921610.0,Open Tender,2020-2021,-0.013028833019293131
ocds-f5kvwu-2020_WPTBC_18829_4,Construction of Sonowal Bhawan at Guwahati during financial year 2019-20,41650000.0,40396892.72,Open Tender,2020-2021,-0.030086609363745527
ocds-f5kvwu-2021_AAU_23350_2,"CONSTRUCTION OF WET LABORATORY AT COLLEGE OF FISHERIES, RAHA UNDER ASSAM AGRICULTURAL UNIVERSITY UNDER TNEIF",13344600.0,10248652.0,Open Tender,2021-2022,-0.2320000599493428
ocds-f5kvwu-2021_ACCF_23605_1,Security Services,5000000.0,225120.4,Open Tender,2021-2022,-0.95497592
ocds-f5kvwu-2021_AEGCL_20858_1,"Construction of Staffs Hostel and Security Barrack at the proposed 132/33 KV GSS AEGCL, AIIMS, Changsari, Guwahati",11809080.0,12243958.0,Open Tender,2020-2021,0.036825730708912124
ocds-f5kvwu-2021_AEGCL_20867_1,"Construction of Transit Camp at the proposed 132/33 KV GSS AEGCL, AIIMS, Changsari, Guwahati",5969939.0,5352423.0,Open Tender,2020-2021,-0.10343757281272054
ocds-f5kvwu-2021_AEGCL_20872_1,"Construction of Store room at the proposed 132/33 KV GSS AEGCL, AIIMS, Changsari, Guwahati",4418015.0,4170607.0,Open Tender,2020-2021,-0.05599980986936441
ocds-f5kvwu-2021_AEGCL_20873_1,"Construction of Security Fencing at the proposed 132/33 KV GSS AEGCL AIIMS, Changsari, Guwahati",2100945.0,1983292.0,Open Tender,2020-2021,-0.05600003807810295
ocds-f5kvwu-2021_AEGCL_21364_1,Reclamation of used oil and related services in AEGCL,4957534.0,5169469.0,Open Tender,2020-2021,0.04275008502210978
ocds-f5kvwu-2021_AEGCL_21366_1,Construction of 33KV dedicated feeder bay at 132KV Nalkata GSS for Buwalguri SS of APDCL,7153033.0,5883084.0,Open Tender,2020-2021,-0.17753993306056326
ocds-f5kvwu-2021_AEGCL_21367_1,Construction of 33KV dedicated feeder bay at 132KV Umrangso GSS for 2nd Lower Kopili HEP feeder,7350872.0,6168627.0,Open Tender,2020-2021,-0.1608305790115785
ocds-f5kvwu-2021_AEGCL_21473_1,Supply of furniture for Transit Camp at Kahilipara AEGCL Colony along with fitting and fixing of door under OM HQ,2022339.0,1712943.0,Open Tender,2020-2021,-0.15298918727275695
ocds-f5kvwu-2021_AEGCL_21474_1,Upgradation of existing 132kV and 33kV Main Bus bar with HTLS Conductor at 220 kV Samaguri GSS and 132 kV Dhaligaon GSS,23843045.0,26710395.0,Open Tender,2020-2021,0.1202593880102143
ocds-f5kvwu-2021_AEGCL_21835_1,Battery bank and battery charger for CAR,5060140.0,4535920.0,Open Tender,2021-2022,-0.10359792416810602
ocds-f5kvwu-2021_AEGCL_21837_1,Battery bank and battery charger for LAR,14759019.0,13227800.0,Open Tender,2021-2022,-0.10374802010892459
ocds-f5kvwu-2021_AEGCL_21838_1,"Battery bank, battery charger and DCDB for UAR",12862867.0,11927440.0,Open Tender,2021-2022,-0.07272305622066993
ocds-f5kvwu-2021_AEGCL_21840_1,"AEGCL/CGM(Oand M,UAR)/PROCUREMENT-LA/2021/BID",3342220.0,2780525.0,Open Tender,2021-2022,-0.16806045083806573
ocds-f5kvwu-2021_AEGCL_21922_1,Construction of REs Residence at Karimganj GSS,2162876.0,2251824.0,Open Tender,2021-2022,0.041124872623303416
ocds-f5kvwu-2021_AEGCL_21923_1,Construction of Officers Hostel at Karimganj GSS,3912035.0,3773355.0,Open Tender,2021-2022,-0.03544958058913072
ocds-f5kvwu-2021_AEGCL_21924_1,Construction of Staff Hostel at Karimganj GSS,3517211.0,3517211.0,Open Tender,2021-2022,0.0
ocds-f5kvwu-2021_AEGCL_22028_1,"Construction of Bitumen Road, RCC Drain, RCC Box Culvert, Paver Block Road, Landscapping and Parking Shed",5264035.0,4969250.0,Open Tender,2021-2022,-0.05599981763039189
ocds-f5kvwu-2021_AEGCL_22306_1,"Renovation and repairing of Ladies Toilet at first floor (north side) of Bijulee Bhawan, AEGCL",219977.0,177658.0,Open Tender,2021-2022,-0.19237920328034294
ocds-f5kvwu-2021_AEGCL_22370_1,AEGCL/MD/AIIB/Master Plan(2)/2021/Bid/R,1066796.0,1025420.0,Open Tender,2021-2022,-0.038785297282704474
ocds-f5kvwu-2021_AEGCL_23362_1,Turnkey Construction of 33kV feeder bay at 132kV Betbari GSS for feeding power to Swargadew,7350871.0,6270980.0,Open Tender,2021-2022,-0.1469065366539557
ocds-f5kvwu-2021_AEGCL_23514_1,"Supply and fittings of aluminium partition with door, construction of decorative cable trench and painting of control room building at 132KV Depota GSS, AEGCL",607144.0,608733.0,Open Tender,2021-2022,0.0026171715441476815
ocds-f5kvwu-2021_AHVD_21287_1,"Establishment of Goat Frozen Semen Station at Livestock Farm Campus Khanapara, Guwahati-22 under NLM",8082000.0,6384553.69,Open Tender,2020-2021,-0.21002800173224445
ocds-f5kvwu-2021_AHVD_21504_1,Construction of Multibrand Milk Palprlour building under RIDF-XXV,9493000.0,7780686.4,Open Tender,2020-2021,-0.18037644580217
ocds-f5kvwu-2021_AHVD_22303_1,"Construction of R.C.C (Ground floor) Training Centre including water supply and sanitary and electrical works at Training Centre Demow, Sivasagar",5879435.0,4862631.3,Open Tender,2021-2022,-0.17294241708599553
ocds-f5kvwu-2021_AHVD_22303_2,"Const. of R.C.C Training Centre including building Ground floor) including water supply and sanitary works construction of boundary wall surrounding the building and electrical works at Ghungoor, Silchar",8277508.0,7277783.0,Open Tender,2021-2022,-0.1207760838165303
ocds-f5kvwu-2021_AHVD_23026_1,Modernisation of Office interiors and Landscaping,15011924.0,11424982.0,Open Tender,2021-2022,-0.2389395256730583
ocds-f5kvwu-2021_AHVD_23026_2,Up gradation infrastructure,11728697.0,9041905.2,Open Tender,2021-2022,-0.2290784560296852
ocds-f5kvwu-2021_AHVD_23650_1,"Construction of Nucleus Unit, Piggery Incubator, Satelite Unit, Piggery, Central Facility Centre Poultry at Horotola, Tamulpur, Baksa, Asaam for the year 2019-20.",19586798.0,18646837.68,Open Tender,2021-2022,-0.04798948352865028
ocds-f5kvwu-2021_AHVD_23880_1,"Supply, installation and commissioning of Various Farm Equipment and Machineries",2957000.0,1527790.45,Open Tender,2021-2022,-0.4833309266148123
ocds-f5kvwu-2021_AHVD_23880_1,"Supply, installation and commissioning of Various Farm Equipment and Machineries",2957000.0,603776.0,Open Tender,2021-2022,-0.795814677037538
ocds-f5kvwu-2021_APDCL_20435_1,Construction of 38.3 KM 11kV line along with associated terminal equipment under Tezpur and N Lakhimpur Electrical Circle under UDAY 2017-18 Scheme,49090674.0,49090673.48,Open Tender,2020-2021,-1.0592643386364088e-08
ocds-f5kvwu-2021_APDCL_20441_1,"Construction of 33 kV and 11kV lines to provide quality and reliable power supply within the jurisdiction of Cachar and Badarpur Electrical Circle, APDCL under UDAY 2017-18 Scheme",41618986.0,43691893.88,Open Tender,2020-2021,0.04980678481691031
ocds-f5kvwu-2021_APDCL_22441_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. CHR EC/01,9989554.0,9984591.0,Open Tender,2021-2022,-0.0004968189771034823
ocds-f5kvwu-2021_APDCL_22445_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BAR EC/01,9997642.0,8998080.0,Open Tender,2021-2022,-0.09997977523099948
ocds-f5kvwu-2021_APDCL_22446_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BAR EC/02,9991092.0,8991983.0,Open Tender,2021-2022,-0.09999997998216811
ocds-f5kvwu-2021_APDCL_22448_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BAR EC/03,9990078.0,8991071.0,Open Tender,2021-2022,-0.09999991992054516
ocds-f5kvwu-2021_APDCL_22450_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BAR EC/04,9507935.0,8557555.0,Open Tender,2021-2022,-0.09995651000979708
ocds-f5kvwu-2021_APDCL_22451_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BAR EC/05,6741049.0,6066987.0,Open Tender,2021-2022,-0.09999363600531609
ocds-f5kvwu-2021_APDCL_22452_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/01,9980048.0,8982043.0,Open Tender,2021-2022,-0.10000002003998378
ocds-f5kvwu-2021_APDCL_22455_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/01,9996750.0,8997076.0,Open Tender,2021-2022,-0.09999989996748944
ocds-f5kvwu-2021_APDCL_22457_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/02,9998278.0,9815409.0,Open Tender,2021-2022,-0.018290049546531913
ocds-f5kvwu-2021_APDCL_22458_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/03,9962175.0,9960135.0,Open Tender,2021-2022,-0.00020477455977233888
ocds-f5kvwu-2021_APDCL_22459_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/04,9991522.0,8992374.0,Open Tender,2021-2022,-0.09999957964362187
ocds-f5kvwu-2021_APDCL_22460_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/05,9991180.0,9891229.0,Open Tender,2021-2022,-0.010003923460492154
ocds-f5kvwu-2021_APDCL_22461_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KOK EC/06,9998784.0,9798246.0,Open Tender,2021-2022,-0.020056238838642777
ocds-f5kvwu-2021_APDCL_22464_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/02,9637700.0,8673930.27,Open Tender,2021-2022,-0.09999997198501721
ocds-f5kvwu-2021_APDCL_22468_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/03,8203160.0,7902370.86,Open Tender,2021-2022,-0.03666747204735732
ocds-f5kvwu-2021_APDCL_22469_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. JRT EC/01,9601767.0,8641591.0,Open Tender,2021-2022,-0.09999992709675208
ocds-f5kvwu-2021_APDCL_22474_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/04,9350507.0,8415457.0,Open Tender,2021-2022,-0.09999992513774922
ocds-f5kvwu-2021_APDCL_22476_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/04,9755447.0,9252729.0,Open Tender,2021-2022,-0.05153203128467614
ocds-f5kvwu-2021_APDCL_22477_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. JRT EC/04,9284877.0,8356389.0,Open Tender,2021-2022,-0.10000003231060572
ocds-f5kvwu-2021_APDCL_22478_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/05,9660861.0,8694775.0,Open Tender,2021-2022,-0.09999998964895572
ocds-f5kvwu-2021_APDCL_22481_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/06,8692949.0,8298656.42,Open Tender,2021-2022,-0.04535774683597017
ocds-f5kvwu-2021_APDCL_22482_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. GEC-II/02,7503305.0,6752976.0,Open Tender,2021-2022,-0.09999980008809452
ocds-f5kvwu-2021_APDCL_22483_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. GEC-II/03,7819583.0,7037625.0,Open Tender,2021-2022,-0.09999996163478282
ocds-f5kvwu-2021_APDCL_22484_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. GEC-II/04,9995903.0,8996065.0,Open Tender,2021-2022,-0.10002478015242845
ocds-f5kvwu-2021_APDCL_22488_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. SIB EC/01,9306294.0,9305787.0,Open Tender,2021-2022,-5.4479258875767304e-05
ocds-f5kvwu-2021_APDCL_22491_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MNLD EC/07,8986241.0,8087617.44,Open Tender,2021-2022,-0.09999993990813284
ocds-f5kvwu-2021_APDCL_22493_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. SIB EC/05,9318647.0,9032758.0,Open Tender,2021-2022,-0.03067923916422631
ocds-f5kvwu-2021_APDCL_22494_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. SIB EC/06,9308597.0,9237917.0,Open Tender,2021-2022,-0.0075929809830632905
ocds-f5kvwu-2021_APDCL_22498_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. MRG EC/02,8899503.0,8014856.0,Open Tender,2021-2022,-0.09940409031830204
ocds-f5kvwu-2021_APDCL_22499_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. SIB EC/09,9207501.0,8833763.0,Open Tender,2021-2022,-0.04059060107623122
ocds-f5kvwu-2021_APDCL_22500_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/01,9997288.0,8997559.0,Open Tender,2021-2022,-0.10000002000542547
ocds-f5kvwu-2021_APDCL_22503_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. TZP EC/01,8703441.0,7833097.0,Open Tender,2021-2022,-0.0999999885102915
ocds-f5kvwu-2021_APDCL_22504_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. TZP EC/02,8003464.0,7203118.0,Open Tender,2021-2022,-0.09999995002164062
ocds-f5kvwu-2021_APDCL_22505_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/02,9999763.0,8999786.71,Open Tender,2021-2022,-0.0999999989999762
ocds-f5kvwu-2021_APDCL_22506_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/07,9803790.0,9516543.0,Open Tender,2021-2022,-0.02929958720046023
ocds-f5kvwu-2021_APDCL_22507_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. TZP EC/03,7549740.0,6794766.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2021_APDCL_22509_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/08,7747456.0,7703498.0,Open Tender,2021-2022,-0.005673862491119666
ocds-f5kvwu-2021_APDCL_22511_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. DIB EC/02,8696093.0,8327611.0,Open Tender,2021-2022,-0.04237328188647477
ocds-f5kvwu-2021_APDCL_22512_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. DIB EC/03,8637949.0,8618449.0,Open Tender,2021-2022,-0.0022574803347414994
ocds-f5kvwu-2021_APDCL_22513_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/03,9999763.0,9997526.0,Open Tender,2021-2022,-0.00022370530181565302
ocds-f5kvwu-2021_APDCL_22515_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/09,4076369.0,3955260.0,Open Tender,2021-2022,-0.029710018891812788
ocds-f5kvwu-2021_APDCL_22524_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. NGN EC/05,9546506.0,8986144.0,Open Tender,2021-2022,-0.05869812473799314
ocds-f5kvwu-2021_APDCL_22535_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. NGN EC/09,9315892.0,8384871.0,Open Tender,2021-2022,-0.09993900745092364
ocds-f5kvwu-2021_APDCL_22538_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. CHR EC/06,9956385.0,9953175.0,Open Tender,2021-2022,-0.00032240617453021354
ocds-f5kvwu-2021_APDCL_22539_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. CHR EC/07,6443169.0,6440230.0,Open Tender,2021-2022,-0.0004561420009315292
ocds-f5kvwu-2021_APDCL_22543_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/05,9999763.0,8999786.71,Open Tender,2021-2022,-0.0999999989999762
ocds-f5kvwu-2021_APDCL_22546_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/06,9999763.0,8999786.71,Open Tender,2021-2022,-0.0999999989999762
ocds-f5kvwu-2021_APDCL_22547_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. TSK EC/03,9421879.0,9012676.0,Open Tender,2021-2022,-0.04343114574067444
ocds-f5kvwu-2021_APDCL_22553_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. RNG EC/08,9778249.0,8800424.0,Open Tender,2021-2022,-0.10000001022677987
ocds-f5kvwu-2021_APDCL_22565_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BNG EC/04,9626054.0,9609116.0,Open Tender,2021-2022,-0.001759599520218773
ocds-f5kvwu-2021_APDCL_22567_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BNG EC/06,9734558.0,9733929.0,Open Tender,2021-2022,-6.461515766817558e-05
ocds-f5kvwu-2021_APDCL_22568_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. BNG EC/07,9744368.0,9742402.0,Open Tender,2021-2022,-0.00020175756909016573
ocds-f5kvwu-2021_APDCL_22570_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/01,9781227.0,9781182.0,Open Tender,2021-2022,-4.600649795777155e-06
ocds-f5kvwu-2021_APDCL_22571_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/02,9669857.0,9669662.0,Open Tender,2021-2022,-2.0165758397461308e-05
ocds-f5kvwu-2021_APDCL_22572_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/03,9136071.0,9134337.0,Open Tender,2021-2022,-0.00018979712394967158
ocds-f5kvwu-2021_APDCL_22573_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/04,9994194.0,9992391.0,Open Tender,2021-2022,-0.0001804047429937822
ocds-f5kvwu-2021_APDCL_22574_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/05,9965489.0,9764065.0,Open Tender,2021-2022,-0.02021215416523966
ocds-f5kvwu-2021_APDCL_22575_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/06,9887747.0,9689014.0,Open Tender,2021-2022,-0.020098916365881934
ocds-f5kvwu-2021_APDCL_22578_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/09,9982881.0,9971538.0,Open Tender,2021-2022,-0.001136245138051831
ocds-f5kvwu-2021_APDCL_22581_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/12,9967258.0,8980521.0,Open Tender,2021-2022,-0.09899783872354864
ocds-f5kvwu-2021_APDCL_22582_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/13,9848237.0,8873276.0,Open Tender,2021-2022,-0.09899853141227206
ocds-f5kvwu-2021_APDCL_22583_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/14,9935083.0,9735379.0,Open Tender,2021-2022,-0.02010088894073658
ocds-f5kvwu-2021_APDCL_22584_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/15,9967998.0,9967756.0,Open Tender,2021-2022,-2.42776934746576e-05
ocds-f5kvwu-2021_APDCL_22586_1,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/17,8441437.0,8440877.0,Open Tender,2021-2022,-6.633941590750485e-05
