ocid,tender_title,tender_value_amount,value_amount,tender_procurementMethod,tender_fiscalYear,price_deviation
ocds-f5kvwu-2022_SEED_25881_1,"Development of Office Space for Registrar, PMU, Advisor to",4983485.0,4485136.4,Open Tender,2022-2023,-0.10000002006627884
ocds-f5kvwu-2022_SSA_24335_1,PRINTING and SUPPLY OF FLN MATERIALS FLEX,13300000.0,10497052.8,Open Tender,2021-2022,-0.21074790977443603
ocds-f5kvwu-2022_SYWA_24683_1,SUPPLY OF VARIOUS,3400000.0,1770250.0,Open Tender,2021-2022,-0.4793382352941176
ocds-f5kvwu-2022_SYWA_25388_1,Replacement of damaged main feeder Underground Cable,3597449.0,2654760.0,Open Tender,2022-2023,-0.26204374266320385
ocds-f5kvwu-2022_SYWA_25389_1,Replacement of damaged main feeder Underground Cable Group A,3759321.0,3006500.0,Open Tender,2022-2023,-0.20025451404655256
ocds-f5kvwu-2022_SYWA_25391_1,Replacement of damaged main feeder Underground Cable Group-B,5628455.0,4497000.0,Open Tender,2022-2023,-0.20102408209712969
ocds-f5kvwu-2022_SYWA_27872_1,Renovation of Long Jump Track at Sarusajai Sports Complex.,3304224.0,3000000.0,Open Tender,2022-2023,-0.09207123972224643
ocds-f5kvwu-2022_SYWA_28244_1,Construction of Shed at Rudra Singha Sports Complex for imparting and training in Karate and other body contact games,3672000.0,3013877.17,Open Tender,2022-2023,-0.17922735021786496
ocds-f5kvwu-2022_UDD_24200_1,Construction of Market Complex at Swahid Bedi,6158000.0,5542200.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_UDD_24202_1,Construction of Marriage Hall at North Bongaigaon Daily Market,6642000.0,5977800.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_UDD_24203_1,Construction of Roads and Drains in different wards of Bongaigaon Municipal Board,3000000.0,2700000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_UDD_24250_1,RENOVATION AND MODERNIZATION OF THIRD FLOOR OF ADITYA TOWER FOR SETTING UP OF ASSAM REAL ESTATE APPELLATE TRIBUNAL (REAT) AT G.S. ROAD GUWAHATI.,8160827.0,6283837.0,Open Tender,2021-2022,-0.22999997426731383
ocds-f5kvwu-2022_UDD_26200_1,"Execution, Testing, Commissioning of Barpeta Road Water Supply Scheme (Ph-II)",122421000.0,123694214.79,Open Tender,2022-2023,0.010400297252922346
ocds-f5kvwu-2022_UDD_27702_1,Construction of Cultural Centre at Haiborgaon Bengali Pujabari and Natya Mandir Samittee Nagaon,4999988.0,4949900.0,Open Tender,2022-2023,-0.010017624042297701
ocds-f5kvwu-2022_UDD_28237_1,"Construction of Boundary Wall of Dumping Ground at Katimari, Nagaon",12117000.0,12056779.95,Open Tender,2022-2023,-0.0049698811587027105
ocds-f5kvwu-2022_WPTBC_24643_1,CONSTRUCTION OF COMMUNITY HALL AT SAPATGRAM COLLEGE SAPATGRAM DIST DHUBRI,9998000.0,9998000.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_24959_1,CONSTRUCTION OF BISHNU NAGAR PATH BARBARI GUWAHATI,4815000.0,4815000.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_24967_1,Construction of Tribal Rest House at Margherita Dist Tinisukia,10131500.0,10131500.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_25040_1,"CONSTRUCTION OF BOUNDARY WALL AT DIMORIA COLLEGE KHETRI, DIST KAMRUP M",3000000.0,3000000.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_25042_1,"CONSTRUCTION OF BABRBARIN JUNIOR COLLEGE PATH ROAD, GUWAHATI",4979000.0,4979000.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_25150_1,CONSTRUCTION OF RCC GUEST HOUSE GROUND FLOOR ONLY AT LONGTONG SEMA GAON PO UDAIPUR TINSUKIA,5000000.0,5000000.0,Limited,2021-2022,0.0
ocds-f5kvwu-2022_WPTBC_25544_1,Construction of RCC (G plus 1) ST hostel at North Lakhimpur town under infrastructure Dev. In ITDP and outside ITDP areas of Assam.,9999500.0,9581366.0,Open Tender,2022-2023,-0.04181549077453873
ocds-f5kvwu-2022_WPTBC_25577_1,CONSTRUCTION OF COMMUNITY HALL AT KALAIGAON DIST UDALGURI,9998350.0,9988341.11,Limited,2022-2023,-0.0010010541739387596
ocds-f5kvwu-2022_WPTBC_25585_1,CONSTRUCTION OF MARKET SHED AT KALAIGAON MARKET DIST UDALGURI,4999600.0,4999582.09,Limited,2022-2023,-3.582286582956439e-06
ocds-f5kvwu-2022_WPTBC_25640_2,Construction of RCC Tribal Guest House at Dhemaji Dist Dhemaji,19999900.0,19999729.0,Limited,2022-2023,-8.550042750213752e-06
ocds-f5kvwu-2022_WPTBC_25679_1,Construction of AT Bodo language learning and recreation at Dhekidol Gudi Bathaw Kherai Afat Ghoramari Tezpur under infrastructure Dev In ITDP and outside ITDP areas of Assam,3996600.0,3991547.96,Open Tender,2022-2023,-0.0012640844718010402
ocds-f5kvwu-2022_WPTBC_25949_1,repair and renovation of four units of office quatar of the directorate of AIRTSC,3285000.0,3285000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_25996_1,repairing and renovation of plain tribes rest house at solapara paltan bazar guwahati,4500000.0,4500000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_26140_1,"Construction of Marketing Shed and community hall at Ramfabill Bazar under Dotma Development Block, District- Kokrajhar",8650500.0,7785450.0,Open Tender,2022-2023,-0.1
ocds-f5kvwu-2022_WPTBC_26351_1,"Construction of boundary wall and infrastructural development for Mega multiply project of Laxmi Narayan Khetra at Chaudhara, Boginodi, District-Lakhimpur, Assam (Part-I)",13912600.0,12156641.25,Open Tender,2022-2023,-0.12621355821341806
ocds-f5kvwu-2022_WPTBC_26353_1,"Construction of boundary wall and infrastructural development for Mega multiply project of Laxmi Narayan Khetra at Chaudhara, Boginodi, District-Lakhimpur, Assam (Part-II)",6087400.0,5319087.34,Open Tender,2022-2023,-0.12621359858067485
ocds-f5kvwu-2022_WPTBC_26448_1,"Const. of Boundary Wall with earth filling of Baithow Mandir, Borpathar, Tinsukia",5000000.0,4999109.0,Open Tender,2022-2023,-0.0001782
ocds-f5kvwu-2022_WPTBC_26459_1,"Const. of Boundary Wall at Baithow Mandir, Borpathar, Tinsukia",5000000.0,4999320.0,Open Tender,2022-2023,-0.000136
ocds-f5kvwu-2022_WPTBC_26567_1,"Construction of boundary wall and sanitary facilities of Baida collage, Lakhipur, District- Goalpara",4993000.0,4488378.92,Open Tender,2022-2023,-0.10106570799118768
ocds-f5kvwu-2022_WPTBC_27081_1,"Model Estimate for construction of G Plus1 RCC DSWO building at Golaghat district, assam During the year 2022-23.",7500000.0,7491563.98,Open Tender,2022-2023,-0.0011248026666666072
ocds-f5kvwu-2022_WPTBC_27186_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G plus 1 RCC DSWO building at Nagaon district, assam During the year 2022-23.",7500000.0,7491563.98,Open Tender,2022-2023,-0.0011248026666666072
ocds-f5kvwu-2022_WPTBC_27190_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G plus1 RCC DSWO building at Cachar district, assam During the year 2022-23.",7500000.0,7500000.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_27216_1,Const. of Sonowal Bhawan,3000000.0,2999839.0,Open Tender,2022-2023,-5.3666666666666666e-05
ocds-f5kvwu-2022_WPTBC_27464_1,CONSTRUCTION OF G 1 GORESWAR HIGHER SECONDARY SCHOOL GORESWAR DIST BAKSA UNDER SCSP SCHEME DURING 202223,12100000.0,12100000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_27466_1,CONSTRUTION OF G1 BRINDABAN HIGH SCHOOL BARDANGERIKUCHI DIST KAMRUP UNDER SCSP DURING 202223,12100000.0,12100000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_27873_1,Supply of Sprayer Machine for the year 2022-23,8000000.0,2300.0,Open Tender,2022-2023,-0.9997125
ocds-f5kvwu-2022_WPTBC_27873_2,Supply of Cotton Yarn for the year 2022-23,8500000.0,2870.0,Open Tender,2022-2023,-0.9996623529411764
ocds-f5kvwu-2022_WPTBC_27873_2,Supply of Cotton Yarn for the year 2022-23,8500000.0,2870.0,Open Tender,2022-2023,-0.9996623529411764
ocds-f5kvwu-2022_WPTBC_27873_3,Supply of Sports items for the year 2022-23,5000000.0,30000.0,Open Tender,2022-2023,-0.994
ocds-f5kvwu-2022_WPTBC_27873_4,Supply of Boro Traditional Musical Instruments for the year 2022-23,4000000.0,32000.0,Open Tender,2022-2023,-0.992
ocds-f5kvwu-2022_WPTBC_28217_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G plus 1 RCC DSWO building at Dhemaji district, assam During the year 2022-23.",7500000.0,7500000.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_28218_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of GPlus 1 RCC DSWO building at Tinsukia district, assam During the year 2022-23.",7500000.0,7500000.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_28219_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G plus1 RCC DSWO building at Charaideo district, assam During the year 2022-23.",7500000.0,7506000.0,Open Tender,2022-2023,0.0008
ocds-f5kvwu-2022_WPTBC_28222_1,"Construction of Library cum Auditorium hall at Hirimbhapuri, Kumarikata, Tamulpur, Assam during the year 2021-22.",2500000.0,2500000.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_28226_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G Plus1 RCC DSWO building at Bajali district, assam During the year 2022-23.",7500000.0,7485000.0,Open Tender,2022-2023,-0.002
ocds-f5kvwu-2022_WPTBC_28230_1,"Submission of proposal for Administrative approval of Rs 75.00 Lakhs of Model Estimate for construction of G plus1 RCC DSWO building at Sonitpur district, assam During the year 2022-23.",7500000.0,7491563.98,Open Tender,2022-2023,-0.0011248026666666072
ocds-f5kvwu-2022_WPTBC_28407_1,Construction of G1 School building at Digaru High School Digaru Dist Kamrup M under SCSP Scheme during 202223,15000000.0,15000000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2022_WPTBC_28419_1,CONSTRUCTION OF RCC G1 SCHOOL BUILDING BOUNDARY WALL AND TOILET SHED AT DURRUNG ADARSHA HS SCHOOL KHETRI KAMRUP M UNDER SCSP SCHEME DURING 2022 23,10700000.0,10700000.0,Limited,2022-2023,0.0
ocds-f5kvwu-2023_AEGCL_28971_1,Construction of tower at loc 109 of 220kV Samaguri Jawaharnagar and 220kV Samaguri Sonapur Transmission Line,2819573.0,2579441.0,Open Tender,2022-2023,-0.08516608720540308
ocds-f5kvwu-2023_AHVD_28870_1,"Registered Advertising Agency/ Firm for Design and Installation of Hoarding under National Livestock Mission (NLM),Assam.",5000000.0,3422000.0,Open Tender,2022-2023,-0.3156
ocds-f5kvwu-2023_AHVD_29373_1,Construction of Multi Brand Milk Parlor building( Civil part) at TMSS Jorhat under RIDF XXVII,9493000.0,7546900.0,Open Tender,2022-2023,-0.20500368692720952
ocds-f5kvwu-2023_APDCL_29203_1,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-1),974680.0,779744.0,Open Tender,2022-2023,-0.2
ocds-f5kvwu-2023_APDCL_29203_2,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-2),966892.0,1256936.0,Open Tender,2022-2023,0.29997559189650963
ocds-f5kvwu-2023_APDCL_29203_3,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-3),964296.0,867890.0,Open Tender,2022-2023,-0.09997552618697993
ocds-f5kvwu-2023_APDCL_29203_4,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-4),925356.0,780924.0,Open Tender,2022-2023,-0.15608263198163733
ocds-f5kvwu-2023_APDCL_29203_5,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-5),562860.0,534712.18,Open Tender,2022-2023,-0.050008563408307484
ocds-f5kvwu-2023_APDCL_29203_6,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-6),351640.0,334056.01,Open Tender,2022-2023,-0.0500056591969059
ocds-f5kvwu-2023_APDCL_29203_7,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-7),324500.0,289690.0,Open Tender,2022-2023,-0.10727272727272727
ocds-f5kvwu-2023_APHC_28843_1,Retention and Renovation of Old Sonari Police Station Building in Sonari Police Station Building under MOITRI Scheme. (DSR 2021),5762801.0,4783118.0,Open Tender,2022-2023,-0.17000118518755028
ocds-f5kvwu-2023_APHC_29458_1,"Construction of G 4 Storied Cyber Police Station building to be constructed opposite CID H.Q., Ulubari, Guwahati, Assam under Moitri Scheme (Composite work) (DSR 2021)",69744370.0,58585271.0,Open Tender,2022-2023,-0.15999999713238502
ocds-f5kvwu-2023_ASTC_28897_1,"Construction of EV Charging Station at ASTC Rupnagar, ISBT-Betkuchi, ASTC-Mirza, ASTC-Baihata and ASTC-Jagiroad",184410087.0,213546880.0,Open Tender,2022-2023,0.15799999595466815
ocds-f5kvwu-2023_ASTU_28749_1,Earth filling and related miscellaneous works to protect from water logging in Assam Science and Technology University campus.,5628246.0,4379999.73,Open Tender,2022-2023,-0.2217824647323517
ocds-f5kvwu-2023_BODOU_28660_1,Construction of Bank Building Ground Floor at B.U,5737000.0,5734391.31,Open Tender,2022-2023,-0.00045471326477260064
ocds-f5kvwu-2023_BTC_28613_1,"1. Construction of EM Quarter G5 at BTC, Kokrajhar 20 units under Infrastructure Development and 2. Construction of MCLA Quarter G5 at BTC, Kokrajhar 30 units under Infrastructure Development. Consultancy Services.",24102282.0,23195400.0,Open Tender,2022-2023,-0.037626395708091044
ocds-f5kvwu-2023_BTC_28826_1,Construction of Paver block from Chamuagati Doul Mandir to Simlaguri Road for Rs.148.70 Lacs Phase-I for Rs.60.00 Lacs under BADP for the year 2021-22.,5999734.0,5999664.54,Open Tender,2022-2023,-1.1577179921636984e-05
ocds-f5kvwu-2023_BTC_28834_1,"Const. of Hostel Warden Qtr. at ITI, Kokrajhar including electrification and water supply in Kokrajhar District (TN No. 60_1)",2380950.0,2380940.0,Open Tender,2022-2023,-4.2000042000042e-06
ocds-f5kvwu-2023_BTC_28835_1,"Const. of Boys Hostel at ITI, Kokrajhar including electrification and water supply in Kokrajhar District. (TN No. 60_2)",16990110.0,17414905.7,Open Tender,2022-2023,0.025002527941255192
ocds-f5kvwu-2023_BTC_28837_1,"Const. of E-Lab at ITI, Mazbat (W) (100 Sqm) including electrification in Udalguri District. (TN_62_1)",2381078.0,2381000.0,Open Tender,2022-2023,-3.27582716735865e-05
ocds-f5kvwu-2023_BTC_28838_1,"Const. of workshop Bldg. at ITI, Bhergaon in Udalguri District. (TN_62_2)",9282150.0,9282140.0,Open Tender,2022-2023,-1.0773366084366229e-06
ocds-f5kvwu-2023_BTC_28880_1,"Estimate for Set-up of Special Jail at PWD, Bodoland Guest House, Kajalgaon, Chirang under GAD, BTC for 2021-22.PKG No.56_1",4334160.0,4330000.0,Open Tender,2022-2023,-0.0009598168964689814
ocds-f5kvwu-2023_BTC_28883_1,Widening of road from Nagrijuli U.T. road to Bagamati SSB Camp under AOP for the year 2022-23. PKG No.TN_61_2,4099795.0,4099795.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2023_BTC_28884_1,Construction of CC Block road from Haren Basumatary house to Bogamati SSB Camp at Uttar Goibari under AOP for the year 2022-23. PKG No.TN_61_3,7999999.0,7999999.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2023_BTC_28885_1,Construction of road from Bagulamari Bathou Mandir to Girish Das house. PKG No.TN_61_4,4495000.0,4495000.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2023_BTC_28886_1,"Construction of Drain with Slab Culvert at DC Office Campus, Mushalpur, Baksa.PKG No.TN_59_1",11908991.0,11908900.05,Open Tender,2022-2023,-7.637086970613626e-06
ocds-f5kvwu-2023_BTC_28887_1,"Construction and Renovation of Gorkha Rest House at Suagpur Market, Baksa for the year 2021-22. PKG No.TN_59_2",3309115.0,3308988.32,Open Tender,2022-2023,-3.828213888008354e-05
ocds-f5kvwu-2023_BTC_28888_1,"Construction of Rabha Ghar (Remaining Portion) at Bathou Mandir Campus Tamulpur, PO- Tamulpur, Dist- Baksa, BTAD, Assam. PKG No.TN_59_3",4951478.0,4951478.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2023_BTC_28929_1,"Construction of 1 No. Double Cell RCC Slab Culvert on the road between Langdangpara, Pulsiguri and Barangabari approach for Rs.172.75 lakh, Phase-I for Rs.63.00 lakh under BADP for the year 2021-22.PKG No.TN_64_1",6299777.0,6298621.78,Open Tender,2022-2023,-0.0001833747448520383
ocds-f5kvwu-2023_BTC_28992_1,"Construction of Labanyapur village road by CC Dhalai Rs. 100.00 Lakh Phase-II for Rs. 50.00 Lakh in Kokrajhar District, Assam under BADP for the year 2021-22",5000000.0,4999956.72,Open Tender,2022-2023,-8.656000000052153e-06
ocds-f5kvwu-2023_BTC_28993_1,"Construction of connecting road from Jharbari PWD Genduguri village to Ouguri village with 2 Nos. RCC Culvert in Kokrajhar District, Assam under BADP for the year 2021-22.",5000000.0,4999984.0,Open Tender,2022-2023,-3.2e-06
ocds-f5kvwu-2023_BTC_28994_1,Construction of RCC Box culvert 2/2 with approach road at Thaisoguri village under North Gongia VCDC under BADP (SCA) for the year 2021-22.,3000000.0,2997270.0,Open Tender,2022-2023,-0.00091
ocds-f5kvwu-2023_BTC_28996_1,Construction of CC Dhalai of road North Gongia (Mainapur via Brahmapur FV) with CD work Phase-II under BADP (SCA) for the year 2021-22.,5000000.0,4999004.54,Open Tender,2022-2023,-0.00019909199999999254
ocds-f5kvwu-2023_BTC_29001_1,"Construction of New Building (1st Floor only), Boundary Wall, Iron Gate and Earth Filling at (Barghuli) Niz-Kaurbaha Block PHC, Baksa District.pkg no.66_1",17013034.0,17012900.0,Open Tender,2022-2023,-7.876314124805722e-06
ocds-f5kvwu-2023_BTC_29022_1,Const. of Office Building of Jaleswari S.S. Ltd. under Kokrajhar District. TN No.67_01.,2856874.0,2854000.0,Open Tender,2022-2023,-0.0010059946640978916
ocds-f5kvwu-2023_BTC_29023_1,Construction of boundary wall and sanitation along with playground at Ultapani High School total Rs.170.00 lakhs Phase-II-Rs.50.00 lakhs. TN No.67_02.,4953699.0,4952670.35,Open Tender,2022-2023,-0.00020765290745367704
ocds-f5kvwu-2023_BTC_29024_1,Construction of School Building including Toilet Block at Athiabari M.E. School. TN No.67_03.,4557408.0,4556864.82,Open Tender,2022-2023,-0.00011918616898019707
ocds-f5kvwu-2023_BTC_29025_1,"Repairing and replacement of Street light, Flood light, Gate light, High Mast light, Panel Board, Garden light and Glowsign Board etc. to the BTC Secretariat Complex at Bodofa Nwgwr, Kokrajhar District. TN No.67_04.",3840695.0,4023120.0,Open Tender,2022-2023,0.04749791378904079
ocds-f5kvwu-2023_BTC_29026_1,Repairing and Renovation of Main Building and Staff Quarter of Serfanguri Model Hospital with earth filling in Hospital campus in Kokrajhar District. TN No.67_05.,3409410.0,3409000.97,Open Tender,2022-2023,-0.00011997090405665353
ocds-f5kvwu-2023_BTC_29027_1,"Construction of RCC Central Godown Building at the Campus of Social Welfare Department at Dimalgaon, Kokrajhar. TN No.67_06.",6190498.0,5571448.2,Open Tender,2022-2023,-0.09999999999999996
ocds-f5kvwu-2023_BTC_29029_1,Construction of Community Hall near Durga Mandir at Gurmow Balahati VCDC in Baksa District under BTC for the year 2022-23.,4717934.0,4717934.0,Open Tender,2022-2023,0.0
ocds-f5kvwu-2023_BTC_29043_1,Repair and strengthening of Kashikotra to Basugaon road in Chirang District.,31995687.0,31992000.0,Open Tender,2022-2023,-0.0001152342814204927
ocds-f5kvwu-2023_BTC_29092_1,"Renovation of College Building and Girls Hostel Boundary Wall with Iron Gate at Gossaigaon College, Gossaigaon, Dist- Kokrajhar under AOP for the financial year 2022-23.",12637448.0,12636654.56,Open Tender,2022-2023,-6.278482807600699e-05
ocds-f5kvwu-2023_BTC_29111_1,"Re-construction and extension of Forest damaged road from Swarangpara- Bathoupuri Gongia Block to Pepsu nala Dwisa Raangh-Raashi road minimum length 10Km earth work, sand gravel and culvert under Sanfan Forest Range, Kachugaon under BADP SCA",3000000.0,2999864.0,Open Tender,2022-2023,-4.5333333333333335e-05
ocds-f5kvwu-2023_BTC_29112_1,Construction of 3 x 3 m Cell RCC Box Culvert with approach road at Mahendrapur village under North Gongia VCDC under BADP SCA for the year 2021-22.,4000000.0,3999900.0,Open Tender,2022-2023,-2.5e-05
ocds-f5kvwu-2023_BTC_29116_1,Const. of CC Block road from Mazbat Forest Office to Railway Gate (Part 1 - from CH 0.00 KM to CH 0.40 KM and Part 2 - from CH 0.00 KM to CH 0.10 KM) (Total Length - 0.50 KM) under SOPD for the year 2022-23 of District Udalguri.,4099886.0,4099000.0,Open Tender,2022-2023,-0.00021610356970901143
ocds-f5kvwu-2023_BTC_29117_1,Construction of CC Block road from Pran Krishna Mandir to Dimapur (Including 3 Nos. of HPC Culvert) (from CH 0.00 KM to CH 1.00 KM) (Total Length - 1.00 KM) under AOP for the year 2022-23 of District Udalguri.,7999922.0,7999900.0,Open Tender,2022-2023,-2.7500268127614244e-06
ocds-f5kvwu-2023_BTC_29157_1,"Const. of Garjashali Mandir along with Boundary wall, Waiting shed and Land Development at Thalguri, Kokrajhar. TN No.77_01",3861384.0,3861107.16,Open Tender,2022-2023,-7.169450124614672e-05
ocds-f5kvwu-2023_BTC_29158_1,"Construction of Community Hall and Painting of Garja Sali at Salbari, District Kokrajhar. TN No.77_02",3649990.0,3649874.09,Open Tender,2022-2023,-3.175625138703093e-05
ocds-f5kvwu-2023_BTC_29159_1,"Construction of Gym Platform with decorative fencing Children Park equipment and repairing and painting of structure of Diplai Park cum Picnic Spot, Diplai in Kokrajhar District. TN No.77_03",2235938.0,2235815.13,Open Tender,2022-2023,-5.495232873188423e-05
ocds-f5kvwu-2023_BTC_29160_1,Const. of Boundary wall with Iron Gate and Repairing of Parbat Jowar S.S. Ltd. at Bashbari in Kokrajhar District. TN No.77_04,2509848.0,2509787.52,Open Tender,2022-2023,-2.4097076795081365e-05
ocds-f5kvwu-2023_BTC_29162_1,"Construction of Security Barrack, Garrage for Car Parking including Earth filling of Pond and Complex and Repair Renovation of E.E. PWD R Quarter for Accommodation of Honble Chief of BTC at Kokrajhar BTC. TN No.77_05",4324407.0,4323481.95,Open Tender,2022-2023,-0.00021391372273697035
ocds-f5kvwu-2023_BTC_29253_1,Const. of Drainage System at Panbari Bazar under Bijni Civil Sub-Divisional in Chirang Dist.Pkg No.79-1,19999608.0,19997848.7,Open Tender,2022-2023,-8.796672414783054e-05
ocds-f5kvwu-2023_BTC_29296_1,Improvement of Central road from Main Gate to last part of the Unit under SOPD for the year 2022-23 at Charaikola 7th APBN Campus. TN No.85_01,9195565.0,9194264.0,Open Tender,2022-2023,-0.0001414812466661918
ocds-f5kvwu-2023_BTC_29298_1,"Construction of ICBP road from Simbargaon village to Dotma- Balajan road Ch. 0.00m to Ch. 1.00 Km Length 1.00 Km under SOPD-G, BTR for the year 2022-23 of Kokrajhar District. TN No.85_02",8000000.0,7999873.0,Open Tender,2022-2023,-1.5875e-05
ocds-f5kvwu-2023_BTC_29299_1,"Construction of Blactopping road at Bodorpur village road under Jharbari VCDC, Dotma Development Bock from Ch. 0.00Km to 0.665 Km Length 0.665Km under SOPD-G BTC for the year 2022-23 of Kokrajhar District. TN No.85_03",4000000.0,3999857.0,Open Tender,2022-2023,-3.575e-05
ocds-f5kvwu-2023_BTC_29300_1,Construction of Blactopping road at Nepalpara village under Nepalpara VCDC Length1.00Km under SOPD-G BTC for the year 2022-23 of Kokrajhar District. TN No.85_04,4000000.0,3999712.0,Open Tender,2022-2023,-7.2e-05
ocds-f5kvwu-2023_BTC_29325_1,"Construction of New Building for up gradation Secondary to Higher Secondary School of Patgaon High School in Kokrajhar District under Samagra Shiksha, Assam. TN No.88_01",35475000.0,31927500.0,Open Tender,2022-2023,-0.1
ocds-f5kvwu-2023_BTC_29330_1,"Repairing and Renovation of i. First Floor Hostel Building, ii. Computer Laboratory, iii. Education Laboratory, iv. Girls and Boys Toilet, v. Canteen, vi. Construction of Cement Concrete Approach, vii. Construction of Laboratory and Common Room, viii",12785615.0,12784453.1,Open Tender,2022-2023,-9.08755660169943e-05
ocds-f5kvwu-2023_BTC_29409_1,Const. of road with GSB from Bhairabpur CC Block road to Bhairabkunda Picnic Spot through forest (JFMC) under WPT and BC for the year 2022-23. (TN_95_01),2999321.0,2999320.0,Open Tender,2022-2023,-3.3340879485723603e-07
ocds-f5kvwu-2023_BTC_29432_1,"Construction of Administrative cum Academic Building G plus 2 at Bengtol College, Bengtol in Chirang District.Pkg No.93_1",9522155.0,9521106.13,Open Tender,2022-2023,-0.00011015048589307571
ocds-f5kvwu-2023_BTC_29435_1,"Water Providing Treatment on leakage Slab of SDO (Civil) Building at Bijni in Chirang Dist. BTC, Assam.Pkg No.93_2",2762163.0,2760418.83,Open Tender,2022-2023,-0.0006314507869376012
ocds-f5kvwu-2023_BTC_29436_1,"Construction of ICBP road from Dontok road to Ashrabari Gwthwibari-Purbo Golajhar village road from Ch.0.00m to Ch.500.00m (Length-0.50Km) under Ashrabari VCDC under SOPD, PWD for the year 2022-23 of Chirang District.Pkg No.94_1",3999967.0,3998013.0,Open Tender,2022-2023,-0.0004885040301582488
ocds-f5kvwu-2023_BTC_29438_1,"Construction of ICBP road from Hatipota to Dimapur village under Birhangaon VCDC from Ch.0.00 Km to Ch.0.5165 Km (Length-0.50 Km) under SOPD, PWD, BTC for the year 2022-23 of Chirang District, Assam.Pkg No.94_2",3999996.0,3999994.0,Open Tender,2022-2023,-5.000005000005e-07
ocds-f5kvwu-2023_BTC_29439_1,"Construction of RCC Drain at Nilibari village Ashad Ali House to Pradip Sonar House, Bengoli Basti under Bangaldoba VCDC in Chirang District, Assam under SOPD, PWD for the year 2022-23.Pkg No.94_3",4499855.0,4499850.26,Open Tender,2022-2023,-1.0533672752174276e-06
ocds-f5kvwu-2023_BTC_29440_1,"Const. of Shyamthaibari village road starting from Bidyapur Sundari road to Dakhin Kajalgaon Salguri road by providing ICBP including CD works of the road in Chirang District BTR SOPD, year 2022-23. L- 0.960 KM (Ch. 0.00m to 960.00m). Pkg No.94_4",9967891.0,9967595.88,Open Tender,2022-2023,-2.960706532597321e-05
ocds-f5kvwu-2023_BTC_29441_1,"Construction of RCC Coverd Drain at Southern Parth of Kashikotra Basugaon ROB under SOPD for the year 2022-23 in Chirang District, Assam.Pkg No.94_5",3993551.0,3993456.91,Open Tender,2022-2023,-2.3560485392536865e-05
ocds-f5kvwu-2023_BTC_29445_1,"Construction of Administrative Block (RCC) at Tamulpur College, Barnagar under Tamulpur District. Pkg No.90_1",9708663.0,9707917.0,Open Tender,2022-2023,-7.683859250238679e-05
ocds-f5kvwu-2023_BTC_29448_1,Construction of School Building at Tamulpur Degree College (Borkhopa) undre Tamulpur District. Pkg No.90_2,9708547.0,9707882.0,Open Tender,2022-2023,-6.849634656967722e-05
ocds-f5kvwu-2023_BTC_29450_1,"Construction of Boys Hostel of Barama College, Barama under SOPD for the year 2022-23 in Baksa District.Pkg No.90_3",4760307.0,4760021.0,Open Tender,2022-2023,-6.008015869564715e-05
